'order_no','comment','ctry_code','currency','date','dealerpo','order_type','region','truck_class','apac_serial_model','bill_to_billto_code'
F29168,'',AU,AUD,2022-06-07,'880578/012',R,P,5,,87575
F29109,'',AU,AUD,2022-06-07,'880578/013',R,P,5,,87575
F29158,'',AU,AUD,2022-06-07,'880578/014',R,P,5,,87575
F29110,'',AU,AUD,2022-06-07,'880578/017',R,P,5,,87575
F29122,'',AU,AUD,2022-06-07,'880578/018',R,P,5,,87575
F29159,'',AU,AUD,2022-06-07,'880578/019',R,P,5,,87575
F29104,'',AU,AUD,2022-06-07,'880579/004',R,P,5,,87595
F29139,'',AU,AUD,2022-06-07,'880579/005',R,P,5,,87595
F29095,'',AU,AUD,2022-06-07,'880581/001',R,P,5,,87565
F29098,'',AU,AUD,2022-06-07,'880581/002',R,P,5,,87565
F29099,'',AU,AUD,2022-06-07,'880581/003',R,P,5,,87565
F29100,'',AU,AUD,2022-06-07,'880581/004',R,P,5,,87565
F29169,'',AU,AUD,2022-06-07,'880581/020',R,P,5,,87565
F29172,'',AU,AUD,2022-06-07,'880581/021',R,P,5,,87565
F29173,'',AU,AUD,2022-06-07,'880581/022',R,P,5,,87565
F29174,'',AU,AUD,2022-06-07,'880581/023',R,P,5,,87565
F29175,'',AU,AUD,2022-06-07,'880581/024',R,P,5,,87565
F29170,'',AU,AUD,2022-06-07,'880581/027',R,P,5,,87565
F29171,'',AU,AUD,2022-06-07,'880581/031',R,P,5,,87565
F29089,'',AU,AUD,2022-06-07,'880583/012',R,P,5,,87605
F29090,'',AU,AUD,2022-06-07,'880583/013',R,P,5,,87605
F29185,'',AU,AUD,2022-06-07,'880583/018',R,P,5,,87605
F29088,'',AU,AUD,2022-06-07,'882044/002',R,P,5,,87705
F29073,'',AU,AUD,2022-06-07,'882187/005',R,P,5,,87585
F29125,'',AU,AUD,2022-06-07,'882187/007',R,P,5,,87585
F29155,'',AU,AUD,2022-06-07,'882187/008',R,P,5,,87585
F29063,'',AU,AUD,2022-06-07,'882187/023',R,P,5,,87585
F29068,'',AU,AUD,2022-06-07,'882187/024',R,P,5,,87585
F29069,'',AU,AUD,2022-06-07,'882187/025',R,P,5,,87585
F29070,'',AU,AUD,2022-06-07,'882187/026',R,P,5,,87585
F29071,'',AU,AUD,2022-06-07,'882187/027',R,P,5,,87585
F29072,'',AU,AUD,2022-06-07,'882187/028',R,P,5,,87585
F29137,'',AU,AUD,2022-06-07,'882187/029',R,P,5,,87585
F29144,'',AU,AUD,2022-06-07,'882187/030',R,P,5,,87585
F29145,'',AU,AUD,2022-06-07,'882187/031',R,P,5,,87585
F29146,'',AU,AUD,2022-06-07,'882187/032',R,P,5,,87585
F29147,'',AU,AUD,2022-06-07,'882187/033',R,P,5,,87585
F29148,'',AU,AUD,2022-06-07,'882187/034',R,P,5,,87585
F29149,'',AU,AUD,2022-06-07,'882187/035',R,P,5,,87585
F29150,'',AU,AUD,2022-06-07,'882187/036',R,P,5,,87585
F29151,'',AU,AUD,2022-06-07,'882187/037',R,P,5,,87585
F29124,'',AU,AUD,2022-06-07,'882187/063',R,P,5,,87585
F29130,'',AU,AUD,2022-06-07,'882187/064',R,P,5,,87585
F29131,'',AU,AUD,2022-06-07,'882187/065',R,P,5,,87585
F29132,'',AU,AUD,2022-06-07,'882187/066',R,P,5,,87585
F29133,'',AU,AUD,2022-06-07,'882187/067',R,P,5,,87585
F29134,'',AU,AUD,2022-06-07,'882187/068',R,P,5,,87585
F29135,'',AU,AUD,2022-06-07,'882187/069',R,P,5,,87585
F29136,'',AU,AUD,2022-06-07,'882187/070',R,P,5,,87585
F29051,'',AU,AUD,2022-06-07,'882204/005',R,P,5,,87575
F29121,'',AU,AUD,2022-06-07,'882204/007',R,P,5,,87575
F29050,'',AU,AUD,2022-06-07,'882204/023',R,P,5,,87575
F29055,'',AU,AUD,2022-06-07,'882204/024',R,P,5,,87575
F29056,'',AU,AUD,2022-06-07,'882204/025',R,P,5,,87575
F29057,'',AU,AUD,2022-06-07,'882204/026',R,P,5,,87575
F29058,'',AU,AUD,2022-06-07,'882204/027',R,P,5,,87575
F29059,'',AU,AUD,2022-06-07,'882204/028',R,P,5,,87575
F29156,'',AU,AUD,2022-06-07,'882204/029',R,P,5,,87575
F29161,'',AU,AUD,2022-06-07,'882204/030',R,P,5,,87575
F29162,'',AU,AUD,2022-06-07,'882204/031',R,P,5,,87575
F29163,'',AU,AUD,2022-06-07,'882204/032',R,P,5,,87575
F29164,'',AU,AUD,2022-06-07,'882204/033',R,P,5,,87575
F29165,'',AU,AUD,2022-06-07,'882204/034',R,P,5,,87575
F29166,'',AU,AUD,2022-06-07,'882204/035',R,P,5,,87575
F29167,'',AU,AUD,2022-06-07,'882204/036',R,P,5,,87575
F29052,'',AU,AUD,2022-06-07,'882204/051',R,P,5,,87575
F29160,'',AU,AUD,2022-06-07,'882204/052',R,P,5,,87575
F29108,'',AU,AUD,2022-06-07,'882204/062',R,P,5,,87575
F29114,'',AU,AUD,2022-06-07,'882204/063',R,P,5,,87575
F29115,'',AU,AUD,2022-06-07,'882204/064',R,P,5,,87575
F29116,'',AU,AUD,2022-06-07,'882204/065',R,P,5,,87575
F29117,'',AU,AUD,2022-06-07,'882204/066',R,P,5,,87575
F29118,'',AU,AUD,2022-06-07,'882204/067',R,P,5,,87575
F29119,'',AU,AUD,2022-06-07,'882204/068',R,P,5,,87575
F29120,'',AU,AUD,2022-06-07,'882204/069',R,P,5,,87575
F29077,'',AU,AUD,2022-06-07,'882205/003',R,P,5,,87565
F29096,'',AU,AUD,2022-06-07,'882205/006',R,P,5,,87565
F29177,'',AU,AUD,2022-06-07,'882205/007',R,P,5,,87565
F29178,'',AU,AUD,2022-06-07,'882205/008',R,P,5,,87565
F29076,'',AU,AUD,2022-06-07,'882205/022',R,P,5,,87565
F29082,'',AU,AUD,2022-06-07,'882205/023',R,P,5,,87565
F29083,'',AU,AUD,2022-06-07,'882205/024',R,P,5,,87565
F29084,'',AU,AUD,2022-06-07,'882205/025',R,P,5,,87565
F29085,'',AU,AUD,2022-06-07,'882205/029',R,P,5,,87565
F29086,'',AU,AUD,2022-06-07,'882205/030',R,P,5,,87565
F29101,'',AU,AUD,2022-06-07,'882205/045',R,P,5,,87565
F29097,'',AU,AUD,2022-06-07,'882205/052',R,P,5,,87565
F29106,'',AU,AUD,2022-06-07,'882211/001',R,P,5,,87595
F29105,'',AU,AUD,2022-06-07,'882211/009',R,P,5,,87595
F29141,'',AU,AUD,2022-06-07,'882211/010',R,P,5,,87595
F29143,'',AU,AUD,2022-06-07,'882211/011',R,P,5,,87595
F29181,'',AU,AUD,2022-06-07,'882214/002',R,P,5,,87605
F29179,'',AU,AUD,2022-06-07,'882214/006',R,P,5,,87605
F29183,'',AU,AUD,2022-06-07,'882214/007',R,P,5,,87605
F29093,'',AU,AUD,2022-06-07,'882214/012',R,P,5,,87605
F29094,'',AU,AUD,2022-06-07,'882214/013',R,P,5,,87605
F29092,'',AU,AUD,2022-06-07,'882214/014',R,P,5,,87605
F30100,'',AU,AUD,2022-06-08,'876837/011',R,P,5,,87805
F30076,'',AU,AUD,2022-06-08,'879171/001',R,P,5,,87585
F30079,'',AU,AUD,2022-06-08,'879171/002',R,P,5,,87585
F30080,'',AU,AUD,2022-06-08,'879171/003',R,P,5,,87585
F30081,'',AU,AUD,2022-06-08,'879171/004',R,P,5,,87585
F30092,'',AU,AUD,2022-06-08,'879172/003',R,P,5,,87575
F30036,'',AU,AUD,2022-06-08,'879172/004',R,P,5,,87575
F30084,'',AU,AUD,2022-06-08,'879174/001',R,P,5,,87565
F30089,'',AU,AUD,2022-06-08,'879174/002',R,P,5,,87565
F30090,'',AU,AUD,2022-06-08,'879174/003',R,P,5,,87565
F30091,'',AU,AUD,2022-06-08,'879174/004',R,P,5,,87565
F30070,'',AU,AUD,2022-06-08,'879175/001',R,P,5,,87605
F30047,'',AU,AUD,2022-06-08,'880577/006',R,P,5,,87585
F30052,'',AU,AUD,2022-06-08,'880577/007',R,P,5,,87585
F30053,'',AU,AUD,2022-06-08,'880577/008',R,P,5,,87585
F30054,'',AU,AUD,2022-06-08,'880577/009',R,P,5,,87585
F30049,'',AU,AUD,2022-06-08,'880577/019',R,P,5,,87585
F30077,'',AU,AUD,2022-06-08,'880577/020',R,P,5,,87585
F30050,'',AU,AUD,2022-06-08,'880577/024',R,P,5,,87585
F30065,'',AU,AUD,2022-06-08,'880577/025',R,P,5,,87585
F30066,'',AU,AUD,2022-06-08,'880577/026',R,P,5,,87585
F30037,'',AU,AUD,2022-06-08,'880578/015',R,P,5,,87575
F30098,'',AU,AUD,2022-06-08,'880578/020',R,P,5,,87575
F30099,'',AU,AUD,2022-06-08,'880578/021',R,P,5,,87575
F30068,'',AU,AUD,2022-06-08,'880579/006',R,P,5,,87595
F30018,'',AU,AUD,2022-06-08,'880581/005',R,P,5,,87565
F30022,'',AU,AUD,2022-06-08,'880581/006',R,P,5,,87565
F30023,'',AU,AUD,2022-06-08,'880581/007',R,P,5,,87565
F30024,'',AU,AUD,2022-06-08,'880581/008',R,P,5,,87565
F30025,'',AU,AUD,2022-06-08,'880581/009',R,P,5,,87565
F30026,'',AU,AUD,2022-06-08,'880581/010',R,P,5,,87565
F30027,'',AU,AUD,2022-06-08,'880581/011',R,P,5,,87565
F30028,'',AU,AUD,2022-06-08,'880581/012',R,P,5,,87565
F30083,'',AU,AUD,2022-06-08,'880581/013',R,P,5,,87565
F30088,'',AU,AUD,2022-06-08,'880581/014',R,P,5,,87565
F30019,'',AU,AUD,2022-06-08,'880581/028',R,P,5,,87565
F30085,'',AU,AUD,2022-06-08,'880581/029',R,P,5,,87565
F30020,'',AU,AUD,2022-06-08,'880581/032',R,P,5,,87565
F30086,'',AU,AUD,2022-06-08,'880581/033',R,P,5,,87565
F30021,'',AU,AUD,2022-06-08,'880581/034',R,P,5,,87565
F30087,'',AU,AUD,2022-06-08,'880581/035',R,P,5,,87565
F30033,'',AU,AUD,2022-06-08,'880583/005',R,P,5,,87605
F30034,'',AU,AUD,2022-06-08,'880583/006',R,P,5,,87605
F30074,'',AU,AUD,2022-06-08,'880583/007',R,P,5,,87605
F30075,'',AU,AUD,2022-06-08,'880583/008',R,P,5,,87605
F30031,'',AU,AUD,2022-06-08,'880583/014',R,P,5,,87605
F30071,'',AU,AUD,2022-06-08,'880583/015',R,P,5,,87605
F30032,'',AU,AUD,2022-06-08,'880583/016',R,P,5,,87605
F30072,'',AU,AUD,2022-06-08,'880583/017',R,P,5,,87605
F30063,'',AU,AUD,2022-06-08,'882187/009',R,P,5,,87585
F30064,'',AU,AUD,2022-06-08,'882187/010',R,P,5,,87585
F30048,'',AU,AUD,2022-06-08,'882187/038',R,P,5,,87585
F30055,'',AU,AUD,2022-06-08,'882187/039',R,P,5,,87585
F30056,'',AU,AUD,2022-06-08,'882187/040',R,P,5,,87585
F30057,'',AU,AUD,2022-06-08,'882187/041',R,P,5,,87585
F30058,'',AU,AUD,2022-06-08,'882187/042',R,P,5,,87585
F30059,'',AU,AUD,2022-06-08,'882187/043',R,P,5,,87585
F30060,'',AU,AUD,2022-06-08,'882187/044',R,P,5,,87585
F30061,'',AU,AUD,2022-06-08,'882187/045',R,P,5,,87585
F30062,'',AU,AUD,2022-06-08,'882187/046',R,P,5,,87585
F30078,'',AU,AUD,2022-06-08,'882187/047',R,P,5,,87585
F30082,'',AU,AUD,2022-06-08,'882187/048',R,P,5,,87585
F30051,'',AU,AUD,2022-06-08,'882187/054',R,P,5,,87585
F30046,'',AU,AUD,2022-06-08,'882204/008',R,P,5,,87575
F30093,'',AU,AUD,2022-06-08,'882204/009',R,P,5,,87575
F30097,'',AU,AUD,2022-06-08,'882204/010',R,P,5,,87575
F30035,'',AU,AUD,2022-06-08,'882204/037',R,P,5,,87575
F30038,'',AU,AUD,2022-06-08,'882204/038',R,P,5,,87575
F30039,'',AU,AUD,2022-06-08,'882204/039',R,P,5,,87575
F30040,'',AU,AUD,2022-06-08,'882204/040',R,P,5,,87575
F30041,'',AU,AUD,2022-06-08,'882204/041',R,P,5,,87575
F30042,'',AU,AUD,2022-06-08,'882204/042',R,P,5,,87575
F30043,'',AU,AUD,2022-06-08,'882204/043',R,P,5,,87575
F30044,'',AU,AUD,2022-06-08,'882204/044',R,P,5,,87575
F30045,'',AU,AUD,2022-06-08,'882204/045',R,P,5,,87575
F30096,'',AU,AUD,2022-06-08,'882204/046',R,P,5,,87575
F30095,'',AU,AUD,2022-06-08,'882204/047',R,P,5,,87575
F30094,'',AU,AUD,2022-06-08,'882204/053',R,P,5,,87575
F30029,'',AU,AUD,2022-06-08,'882205/009',R,P,5,,87565
F30017,'',AU,AUD,2022-06-08,'882211/006',R,P,5,,87595
F30067,'',AU,AUD,2022-06-08,'882211/007',R,P,5,,87595
F30069,'',AU,AUD,2022-06-08,'882211/008',R,P,5,,87595
F30030,'',AU,AUD,2022-06-08,'882214/008',R,P,5,,87605
F30073,'',AU,AUD,2022-06-08,'882214/009',R,P,5,,87605
F30580,'',AU,AUD,2022-06-12,'48625',R,P,1,ERP35UX,801465
F30581,'',AU,AUD,2022-06-12,'48626',R,P,1,ERP35UX,801465
F30582,'',AU,AUD,2022-06-12,'48627',R,P,1,ERP35UX,801465
F30583,'',AU,AUD,2022-06-12,'48628',R,P,1,ERP35UX,801465
F31431,'',AU,AUD,2022-06-16,'901583/001',R,P,5,,87575
F31432,'',AU,AUD,2022-06-16,'903263/001',R,P,5,H25XD12,87575
F32379,'',NZ,USD,2022-06-20,'8659',R,P,3,PC1.5,80065
F32380,'',NZ,USD,2022-06-20,'8660',R,P,3,PC1.5,80065
F32381,'',NZ,USD,2022-06-20,'8661',R,P,3,PC1.5,80065
F32382,'',NZ,USD,2022-06-20,'8662',R,P,3,PC1.5,80065
F32383,'',NZ,USD,2022-06-20,'8663',R,P,3,PC1.5,80065
F32384,'',NZ,USD,2022-06-20,'8664',R,P,3,PC1.5,80065
F32385,'',NZ,USD,2022-06-20,'8665',R,P,3,PC1.5,80065
F32386,'',NZ,USD,2022-06-20,'8666',R,P,3,PC1.5,80065
F32387,'',NZ,USD,2022-06-20,'8667',R,P,3,PC1.5,80065
F32388,'',NZ,USD,2022-06-20,'8668',R,P,3,PC1.5,80065
F32389,'',NZ,USD,2022-06-20,'8669',R,P,3,PC1.5,80065
F32390,'',NZ,USD,2022-06-20,'8670',R,P,3,PC1.5,80065
F32391,'',NZ,USD,2022-06-20,'8671',R,P,3,PC1.5,80065
F32392,'',NZ,USD,2022-06-20,'8672',R,P,3,PC1.5,80065
F32393,'',NZ,USD,2022-06-20,'8673',R,P,3,PC1.5,80065
F32394,'',NZ,USD,2022-06-20,'8674',R,P,3,PC1.5,80065
F32395,'',NZ,USD,2022-06-20,'8675',R,P,3,PC1.5,80065
F32396,'',NZ,USD,2022-06-20,'8676',R,P,3,PC1.5,80065
F32397,'',NZ,USD,2022-06-20,'8677',R,P,3,PC1.5,80065
F32398,'',NZ,USD,2022-06-20,'8678',R,P,3,PC1.5,80065
F32399,'',NZ,USD,2022-06-20,'8679',R,P,3,PC1.5,80065
F32400,'',NZ,USD,2022-06-20,'8680',R,P,3,PC1.5,80065
F32401,'',NZ,USD,2022-06-20,'8681',R,P,3,PC1.5,80065
F32402,'',NZ,USD,2022-06-20,'8682',R,P,3,PC1.5,80065
F32403,'',NZ,USD,2022-06-20,'8683',R,P,3,PC1.5,80065
F32404,'',NZ,USD,2022-06-20,'8684',R,P,3,PC1.5,80065
F32405,'',NZ,USD,2022-06-20,'8685',R,P,3,PC1.5,80065
F32406,'',NZ,USD,2022-06-20,'8686',R,P,3,PC1.5,80065
F32407,'',NZ,USD,2022-06-20,'8687',R,P,3,PC1.5,80065
F32408,'',NZ,USD,2022-06-20,'8688',R,P,3,PC1.5,80065
F32496,'',NZ,USD,2022-06-20,'8689',R,P,3,PC1.5,80065
F32497,'',NZ,USD,2022-06-20,'8690',R,P,3,PC1.5,80065
F32498,'',NZ,USD,2022-06-20,'8691',R,P,3,PC1.5,80065
F32499,'',NZ,USD,2022-06-20,'8692',R,P,3,PC1.5,80065
F32500,'',NZ,USD,2022-06-20,'8693',R,P,3,PC1.5,80065
F32501,'',NZ,USD,2022-06-20,'8694',R,P,3,PC1.5,80065
F32502,'',NZ,USD,2022-06-20,'8695',R,P,3,PC1.5,80065
F32503,'',NZ,USD,2022-06-20,'8696',R,P,3,PC1.5,80065
F32504,'',NZ,USD,2022-06-20,'8697',R,P,3,PC1.5,80065
F32505,'',NZ,USD,2022-06-20,'8698',R,P,3,PC1.5,80065
F32506,'',NZ,USD,2022-06-20,'8699',R,P,3,PC1.5,80065
F32507,'',NZ,USD,2022-06-20,'8700',R,P,3,PC1.5,80065
F32508,'',NZ,USD,2022-06-20,'8701',R,P,3,PC1.5,80065
F32509,'',NZ,USD,2022-06-20,'8702',R,P,3,PC1.5,80065
F32510,'',NZ,USD,2022-06-20,'8703',R,P,3,PC1.5,80065
F32511,'',NZ,USD,2022-06-20,'8704',R,P,3,PC1.5,80065
F32512,'',NZ,USD,2022-06-20,'8705',R,P,3,PC1.5,80065
F32513,'',NZ,USD,2022-06-20,'8706',R,P,3,PC1.5,80065
F32514,'',NZ,USD,2022-06-20,'8707',R,P,3,PC1.5,80065
F32515,'',NZ,USD,2022-06-20,'8708',R,P,3,PC1.5,80065
F32425,'',NZ,USD,2022-06-20,'8709-8728',R,P,3,PC1.5,80065
F32426,'',NZ,USD,2022-06-20,'8710',R,P,3,PC1.5,80065
F32427,'',NZ,USD,2022-06-20,'8711',R,P,3,PC1.5,80065
F32428,'',NZ,USD,2022-06-20,'8712',R,P,3,PC1.5,80065
F32429,'',NZ,USD,2022-06-20,'8713',R,P,3,PC1.5,80065
F32430,'',NZ,USD,2022-06-20,'8714',R,P,3,PC1.5,80065
F32431,'',NZ,USD,2022-06-20,'8715',R,P,3,PC1.5,80065
F32432,'',NZ,USD,2022-06-20,'8716',R,P,3,PC1.5,80065
F32433,'',NZ,USD,2022-06-20,'8717',R,P,3,PC1.5,80065
F32434,'',NZ,USD,2022-06-20,'8718',R,P,3,PC1.5,80065
F32435,'',NZ,USD,2022-06-20,'8719',R,P,3,PC1.5,80065
F32436,'',NZ,USD,2022-06-20,'8720',R,P,3,PC1.5,80065
F32437,'',NZ,USD,2022-06-20,'8721',R,P,3,PC1.5,80065
F32438,'',NZ,USD,2022-06-20,'8722',R,P,3,PC1.5,80065
F32439,'',NZ,USD,2022-06-20,'8723',R,P,3,PC1.5,80065
F32440,'',NZ,USD,2022-06-20,'8724',R,P,3,PC1.5,80065
F32441,'',NZ,USD,2022-06-20,'8725',R,P,3,PC1.5,80065
F32442,'',NZ,USD,2022-06-20,'8726',R,P,3,PC1.5,80065
F32443,'',NZ,USD,2022-06-20,'8727',R,P,3,PC1.5,80065
F32444,'',NZ,USD,2022-06-20,'8728',R,P,3,PC1.5,80065
F32448,'',NZ,USD,2022-06-20,'8740',R,P,1,,80065
F32455,'',NZ,USD,2022-06-20,'8741',R,P,1,,80065
F32450,'',NZ,USD,2022-06-20,'8742',R,P,1,,80065
F32456,'',NZ,USD,2022-06-20,'8743',R,P,1,,80065
F32449,'',NZ,USD,2022-06-20,'8744',R,P,1,J2.5GX,80065
F32451,'',NZ,USD,2022-06-20,'8745',R,P,5,H4.0UT,80065
F32457,'',NZ,USD,2022-06-20,'8746',R,P,5,H4.0UT,80065
F32458,'',NZ,USD,2022-06-20,'8747',R,P,5,H4.0UT,80065
F32459,'',NZ,USD,2022-06-20,'8748',R,P,5,H4.0UT,80065
F32452,'',NZ,USD,2022-06-20,'8749',R,P,5,H5.0UT,80065
F32460,'',NZ,USD,2022-06-20,'8750',R,P,5,H5.0UT,80065
F32461,'',NZ,USD,2022-06-20,'8751',R,P,5,H5.0UT,80065
F32462,'',NZ,USD,2022-06-20,'8752',R,P,5,H5.0UT,80065
F32477,'',NZ,USD,2022-06-20,'8753',R,P,5,H5.0FT,80065
F32478,'',NZ,USD,2022-06-20,'8754',R,P,5,H5.0FT,80065
F32453,'',NZ,USD,2022-06-20,'8755',R,P,1,J2.5XN,80065
F32454,'',NZ,USD,2022-06-20,'8756',R,P,1,J2.5XN,80065
F32479,'',NZ,USD,2022-06-20,'8757',R,P,1,J3.5XN,80065
F32480,'',NZ,USD,2022-06-20,'8758',R,P,1,J3.5XN,80065
F32481,'',NZ,USD,2022-06-20,'8759',R,P,2,R1.6,80065
F32482,'',NZ,USD,2022-06-20,'8760',R,P,2,R1.6,80065
F32483,'',NZ,USD,2022-06-20,'8785',R,P,5,H11XD-ECD8,80065
F32484,'',NZ,USD,2022-06-20,'8786',R,P,5,H11XD-ECD8,80065
F32485,'',NZ,USD,2022-06-20,'8787',R,P,5,H11XD-ECD8,80065
F32486,'',NZ,USD,2022-06-20,'8788',R,P,5,H11XD-ECD8,80065
F32495,'',NZ,USD,2022-06-20,'8789',R,P,5,H50XD-CH,80065
F32491,'',AU,AUD,2022-06-20,'902416/001',R,P,5,,87505
F32489,'',AU,AUD,2022-06-20,'902437/001',R,P,1,J2.0GX,87585
F32490,'',AU,AUD,2022-06-20,'902437/002',R,P,1,J2.0GX,87585
F32492,'',AU,AUD,2022-06-20,'902933/001',R,P,3,MP20KUX,87505
F32493,'',AU,AUD,2022-06-20,'902933/002',R,P,3,MP20XUX,87505
F32494,'',AU,AUD,2022-06-20,'902933/003',R,P,3,MP20XUX,87505
F32487,'',AU,AUD,2022-06-20,'902937/001',R,P,3,MSL15WUX,87815
F32488,'',AU,AUD,2022-06-20,'902937/002',R,P,3,MSL15WUX,87815
F33364,'',NZ,USD,2022-06-22,'8790',R,P,5,,80065
F33366,'',NZ,USD,2022-06-22,'8791',R,P,5,,80065
F33367,'',NZ,USD,2022-06-22,'8792',R,P,5,,80065
F33368,'',NZ,USD,2022-06-22,'8793',R,P,5,,80065
F33365,'',NZ,USD,2022-06-22,'8794',R,P,5,,80065
F33369,'',NZ,USD,2022-06-22,'8795',R,P,5,,80065
F33370,'',NZ,USD,2022-06-22,'8796',R,P,5,,80065
F33371,'',NZ,USD,2022-06-22,'8797',R,P,5,,80065
F33372,'',NZ,USD,2022-06-22,'8798',R,P,5,,80065
F33363,'',AU,AUD,2022-06-22,'904391/001',R,P,2,MR20,87805
F33373,'',NZ,USD,2022-06-23,'8799',R,P,5,H14XD6,80065
F33374,'',NZ,USD,2022-06-23,'8800',R,P,5,H14XD6,80065
F33375,'',NZ,USD,2022-06-23,'8801',R,P,5,H14XD6,80065
F33376,'',NZ,USD,2022-06-23,'8802',R,P,5,H14XD6,80065
F33377,'',NZ,USD,2022-06-23,'8803',R,P,5,H14XD6,80065
F33781,'',AU,AUD,2022-06-24,'904792/001',R,P,5,H12XD6,87565
F34963,'',AU,AUD,2022-06-27,'903266/001',R,P,5,H155FT,87575
F35799,'',NZ,USD,2022-06-28,N3012,R,P,5,GP50VX,862065
F35800,'',NZ,USD,2022-06-28,N3013,R,P,5,GP50VX,862065
F35801,'',NZ,USD,2022-06-28,N3014,R,P,5,GP50VX,862065
F35802,'',NZ,USD,2022-06-28,N3015,R,P,5,GP50VX,862065
F35803,'',NZ,USD,2022-06-28,N3016,R,P,5,GP50VX,862065
F36811,'',AU,AUD,2022-06-30,'897980/001',R,P,2,NDR030EC,87805
F36837,'',AU,AUD,2022-06-30,'904622/001',R,P,2,R30XM3,87565
F36812,'',AU,AUD,2022-06-30,'904643/001',R,P,2,RP2.0N,87585
F36813,'',AU,AUD,2022-06-30,'904643/002',R,P,2,RP2.0N,87585
F38730,'',AU,AUD,2022-06-30,'903421/001',R,P,5,,87575
F38723,'',AU,AUD,2022-06-30,'905853/001',R,P,3,P2.0UTE,87565
F90388,'',VN,USD,2023-01-04,Y-U-00223-16,R,A,3,MPC15,17005
F90389,'',VN,USD,2023-01-04,Y-U-00223-17,R,A,3,MPC15,17005
F90390,'',VN,USD,2023-01-04,Y-U-00223-18,R,A,3,MPC15,17005
F90391,'',VN,USD,2023-01-04,Y-U-00223-19,R,A,3,MPC15,17005
F90374,'',VN,USD,2023-01-04,Y-U-00223-2,R,A,3,MPC15,17005
F90392,'',VN,USD,2023-01-04,Y-U-00223-20,R,A,3,MPC15,17005
F90393,'',VN,USD,2023-01-04,Y-U-00223-21,R,A,3,MPC15,17005
F90394,'',VN,USD,2023-01-04,Y-U-00223-22,R,A,3,MPC15,17005
F90395,'',VN,USD,2023-01-04,Y-U-00223-23,R,A,3,MPC15,17005
F90396,'',VN,USD,2023-01-04,Y-U-00223-24,R,A,3,MPC15,17005
F90397,'',VN,USD,2023-01-04,Y-U-00223-25,R,A,3,MPC15,17005
F90398,'',VN,USD,2023-01-04,Y-U-00223-26,R,A,3,MPC15,17005
F90399,'',VN,USD,2023-01-04,Y-U-00223-27,R,A,3,MPC15,17005
F90400,'',VN,USD,2023-01-04,Y-U-00223-28,R,A,3,MPC15,17005
F90401,'',VN,USD,2023-01-04,Y-U-00223-29,R,A,3,MPC15,17005
F90375,'',VN,USD,2023-01-04,Y-U-00223-3,R,A,3,MPC15,17005
F90402,'',VN,USD,2023-01-04,Y-U-00223-30,R,A,3,MPC15,17005
F90376,'',VN,USD,2023-01-04,Y-U-00223-4,R,A,3,MPC15,17005
F90377,'',VN,USD,2023-01-04,Y-U-00223-5,R,A,3,MPC15,17005
F90378,'',VN,USD,2023-01-04,Y-U-00223-6,R,A,3,MPC15,17005
F90379,'',VN,USD,2023-01-04,Y-U-00223-7,R,A,3,MPC15,17005
F90380,'',VN,USD,2023-01-04,Y-U-00223-8,R,A,3,MPC15,17005
F90381,'',VN,USD,2023-01-04,Y-U-00223-9,R,A,3,MPC15,17005
F90403,'',VN,USD,2023-01-04,Y-U-00323-1,R,A,3,MPC15,17005
F90412,'',VN,USD,2023-01-04,Y-U-00323-10,R,A,3,MPC15,17005
F90413,'',VN,USD,2023-01-04,Y-U-00323-11,R,A,3,MPC15,17005
F90414,'',VN,USD,2023-01-04,Y-U-00323-12,R,A,3,MPC15,17005
F90415,'',VN,USD,2023-01-04,Y-U-00323-13,R,A,3,MPC15,17005
F90416,'',VN,USD,2023-01-04,Y-U-00323-14,R,A,3,MPC15,17005
F90417,'',VN,USD,2023-01-04,Y-U-00323-15,R,A,3,MPC15,17005
F90418,'',VN,USD,2023-01-04,Y-U-00323-16,R,A,3,MPC15,17005
F90419,'',VN,USD,2023-01-04,Y-U-00323-17,R,A,3,MPC15,17005
F90420,'',VN,USD,2023-01-04,Y-U-00323-18,R,A,3,MPC15,17005
F90421,'',VN,USD,2023-01-04,Y-U-00323-19,R,A,3,MPC15,17005
F90404,'',VN,USD,2023-01-04,Y-U-00323-2,R,A,3,MPC15,17005
F90422,'',VN,USD,2023-01-04,Y-U-00323-20,R,A,3,MPC15,17005
F90405,'',VN,USD,2023-01-04,Y-U-00323-3,R,A,3,MPC15,17005
F90406,'',VN,USD,2023-01-04,Y-U-00323-4,R,A,3,MPC15,17005
F90407,'',VN,USD,2023-01-04,Y-U-00323-5,R,A,3,MPC15,17005
F90408,'',VN,USD,2023-01-04,Y-U-00323-6,R,A,3,MPC15,17005
F90409,'',VN,USD,2023-01-04,Y-U-00323-7,R,A,3,MPC15,17005
F90410,'',VN,USD,2023-01-04,Y-U-00323-8,R,A,3,MPC15,17005
F90411,'',VN,USD,2023-01-04,Y-U-00323-9,R,A,3,MPC15,17005
F90423,'',TW,USD,2023-01-05,YA-23Y001,R,A,1,ERP25VL,810265
F90594,'',PH,USD,2023-01-06,'2023Order#1',R,A,1,J3.0GX,12805
F90608,'',TH,USD,2023-01-06,ID2023/1605,R,A,5,,1255
F90609,'',TH,USD,2023-01-06,ID2023/1606,R,A,5,,1255
