'order_no','aopmargin_percentage','series','bill_to','comment','ctry_code','currency','date','dealer_name','dealer_net','dealer_net_after_sur_charge','dealerpo','margin_after_sur_charge','margin_percentage_after_sur_charge','model','order_type','quantity','region','total_cost','truck_class','product_dimension'
H32524,0.0,A3D4,'087805','',AU,,2023-05-31,ADAPT-A-LIFT GROUP(NSW),1282.92,1282.92,'954736/017',0.0,0.0,MPC15,R,1,2,1282.92,'3',268
H32523,0.0,A3D4,'087505','',AU,,2023-05-31,ADAPT-A-LIFT GROUP (QLD),1282.92,1282.92,'954737/008',0.0,0.0,MPC15,R,1,2,1282.92,'3',268
H32522,0.0,A3D4,'087625','',AU,,2023-05-31,ADAPT-A-LIFT GROUP (VIC),1282.92,1282.92,'954735/006',0.0,0.0,MPC15,R,1,2,1282.92,'3',268
H32521,0.0,A3D4,'087805','',AU,,2023-05-31,ADAPT-A-LIFT GROUP(NSW),1282.92,1282.92,'954736/016',0.0,0.0,MPC15,R,1,2,1282.92,'3',268
H32520,0.0,A3D4,'087505','',AU,,2023-05-31,ADAPT-A-LIFT GROUP (QLD),1282.92,1282.92,'954737/007',0.0,0.0,MPC15,R,1,2,1282.92,'3',268
H32519,0.0,A3D4,'087625','',AU,,2023-05-31,ADAPT-A-LIFT GROUP (VIC),1282.92,1282.92,'954735/005',0.0,0.0,MPC15,R,1,2,1282.92,'3',268
H32518,0.0,A3D4,'087805','',AU,,2023-05-31,ADAPT-A-LIFT GROUP(NSW),1282.92,1282.92,'954736/015',0.0,0.0,MPC15,R,1,2,1282.92,'3',268
H32517,0.0,A3D4,'087505','',AU,,2023-05-31,ADAPT-A-LIFT GROUP (QLD),1282.92,1282.92,'954737/006',0.0,0.0,MPC15,R,1,2,1282.92,'3',268
H32516,0.0,A3D4,'087625','',AU,,2023-05-31,ADAPT-A-LIFT GROUP (VIC),1282.92,1282.92,'954735/004',0.0,0.0,MPC15,R,1,2,1282.92,'3',268
H32515,0.0,A3D4,'087805','',AU,,2023-05-31,ADAPT-A-LIFT GROUP(NSW),1282.92,1282.92,'954736/014',0.0,0.0,MPC15,R,1,2,1282.92,'3',268
H32514,0.0,A3D4,'087505','',AU,,2023-05-31,ADAPT-A-LIFT GROUP (QLD),1282.92,1282.92,'954737/005',0.0,0.0,MPC15,R,1,2,1282.92,'3',268
H32513,0.0,A3D4,'087625','',AU,,2023-05-31,ADAPT-A-LIFT GROUP (VIC),1282.92,1282.92,'954735/003',0.0,0.0,MPC15,R,1,2,1282.92,'3',268
H32512,0.0,A3D4,'087805','',AU,,2023-05-31,ADAPT-A-LIFT GROUP(NSW),1282.92,1282.92,'954736/013',0.0,0.0,MPC15,R,1,2,1282.92,'3',268
H32511,0.0,A3D4,'087505','',AU,,2023-05-31,ADAPT-A-LIFT GROUP (QLD),1282.92,1282.92,'954737/004',0.0,0.0,MPC15,R,1,2,1282.92,'3',268
H32510,0.0,A3D4,'087625','',AU,,2023-05-31,ADAPT-A-LIFT GROUP (VIC),1282.92,1282.92,'954735/002',0.0,0.0,MPC15,R,1,2,1282.92,'3',268
H32509,0.0,A3D4,'087805','',AU,,2023-05-31,ADAPT-A-LIFT GROUP(NSW),1282.92,1282.92,'954736/012',0.0,0.0,MPC15,R,1,2,1282.92,'3',268
H32508,0.0,A3D4,'087505','',AU,,2023-05-31,ADAPT-A-LIFT GROUP (QLD),1282.92,1282.92,'954737/003',0.0,0.0,MPC15,R,1,2,1282.92,'3',268
H32507,0.0,A3D4,'087625','',AU,,2023-05-31,ADAPT-A-LIFT GROUP (VIC),1282.92,1282.92,'954735/001',0.0,0.0,MPC15,R,1,2,1282.92,'3',268
H32506,0.0,A3D4,'087805','',AU,,2023-05-31,ADAPT-A-LIFT GROUP(NSW),1282.92,1282.92,'954736/011',0.0,0.0,MPC15,R,1,2,1282.92,'3',268
H32505,0.0,A3D4,'087505','',AU,,2023-05-31,ADAPT-A-LIFT GROUP (QLD),1282.92,1282.92,'954737/002',0.0,0.0,MPC15,R,1,2,1282.92,'3',268
H32504,0.0,A3D4,'087805','',AU,,2023-05-31,ADAPT-A-LIFT GROUP(NSW),1282.92,1282.92,'954736/010',0.0,0.0,MPC15,R,1,2,1282.92,'3',268
H32503,0.0,A3D4,'087505','',AU,,2023-05-31,ADAPT-A-LIFT GROUP (QLD),1282.92,1282.92,'954737/001',0.0,0.0,MPC15,R,1,2,1282.92,'3',268
H32502,0.0,A3D4,'087805','',AU,,2023-05-31,ADAPT-A-LIFT GROUP(NSW),1282.92,1282.92,'954736/009',0.0,0.0,MPC15,R,1,2,1282.92,'3',268
H32501,0.0,A3D4,'087805','',AU,,2023-05-31,ADAPT-A-LIFT GROUP(NSW),1282.92,1282.92,'954736/008',0.0,0.0,MPC15,R,1,2,1282.92,'3',268
H32500,0.0,A3D4,'087805','',AU,,2023-05-31,ADAPT-A-LIFT GROUP(NSW),1282.92,1282.92,'954736/007',0.0,0.0,MPC15,R,1,2,1282.92,'3',268
H32499,0.0,A3D4,'087805','',AU,,2023-05-31,ADAPT-A-LIFT GROUP(NSW),1282.92,1282.92,'954736/006',0.0,0.0,MPC15,R,1,2,1282.92,'3',268
H32498,0.0,A3D4,'087805','',AU,,2023-05-31,ADAPT-A-LIFT GROUP(NSW),1282.92,1282.92,'954736/005',0.0,0.0,MPC15,R,1,2,1282.92,'3',268
H32497,0.0,A3D4,'087805','',AU,,2023-05-31,ADAPT-A-LIFT GROUP(NSW),1282.92,1282.92,'954736/004',0.0,0.0,MPC15,R,1,2,1282.92,'3',268
H32496,0.0,A3D4,'087805','',AU,,2023-05-31,ADAPT-A-LIFT GROUP(NSW),1282.92,1282.92,'954736/003',0.0,0.0,MPC15,R,1,2,1282.92,'3',268
H32495,0.0,A3D4,'087805','',AU,,2023-05-31,ADAPT-A-LIFT GROUP(NSW),1282.92,1282.92,'954736/002',0.0,0.0,MPC15,R,1,2,1282.92,'3',268
H32494,0.0,A3D4,'087805','',AU,,2023-05-31,ADAPT-A-LIFT GROUP(NSW),2565.84,2565.84,'954736/001',0.0,0.0,MPC15,R,1,2,2565.84,'3',268
H32493,0.0,D871,'087805','',AU,,2023-05-31,ADAPT-A-LIFT GROUP(NSW),33588.05,33588.05,'954449/003',0.0,0.0,GP35MX,R,1,2,33588.05,'5',188
H32492,0.0,D871,'087805','',AU,,2023-05-31,ADAPT-A-LIFT GROUP(NSW),33588.05,33588.05,'954449/002',0.0,0.0,GP35MX,R,1,2,33588.05,'5',188
H32491,0.0,A7T0,'087805','',AU,,2023-05-31,ADAPT-A-LIFT GROUP(NSW),59622.456,59622.456,'954449/001',0.0,0.0,GP70UX6,R,1,2,59622.456,'5',267
H32489,0.0,D871,'087705','',AU,,2023-05-31,ADAPT-A-LIFT GROUP (WA),33588.05,33588.05,'954447/002',0.0,0.0,GP35MX,R,1,2,33588.05,'5',188
H32488,0.0,A7T0,'087705','',AU,,2023-05-31,ADAPT-A-LIFT GROUP (WA),59622.456,59622.456,'954447/001',0.0,0.0,GP70UX6,R,1,2,59622.456,'5',267
H32487,0.0,D871,'087505','',AU,,2023-05-31,ADAPT-A-LIFT GROUP (QLD),33588.05,33588.05,'954448/002',0.0,0.0,GP35MX,R,1,2,33588.05,'5',188
H32486,0.0,A7T0,'087505','',AU,,2023-05-31,ADAPT-A-LIFT GROUP (QLD),59622.456,59622.456,'954448/001',0.0,0.0,GP70UX6,R,1,2,59622.456,'5',267
H32484,0.0,D466,'087585','',AU,,2023-05-31,ADAPT-A-LIFT GROUP (NSW),34890.673,34890.673,'954431/013',0.0,0.0,H3.5XT,R,1,2,34890.673,'5',187
H32483,0.0,D466,'087585','',AU,,2023-05-31,ADAPT-A-LIFT GROUP (NSW),34890.673,34890.673,'954431/012',0.0,0.0,H3.5XT,R,1,2,34890.673,'5',187
H32482,0.0,D466,'087585','',AU,,2023-05-31,ADAPT-A-LIFT GROUP (NSW),37070.675,37070.675,'954431/014',0.0,0.0,H3.5XT,R,1,2,37070.675,'5',187
H32481,0.0,D466,'087585','',AU,,2023-05-31,ADAPT-A-LIFT GROUP (NSW),34890.673,34890.673,'954431/011',0.0,0.0,H3.5XT,R,1,2,34890.673,'5',187
H32479,0.0,D466,'087575','',AU,,2023-05-30,ADAPT-A-LIFT GROUP (QLD),34890.673,34890.673,'954434/011',0.0,0.0,H3.5XT,R,1,2,34890.673,'5',187
H32478,0.0,D466,'087575','',AU,,2023-05-30,ADAPT-A-LIFT GROUP (QLD),37070.675,37070.675,'954434/012',0.0,0.0,H3.5XT,R,1,2,37070.675,'5',187
H32477,0.0,D466,'087575','',AU,,2023-05-30,ADAPT-A-LIFT GROUP (QLD),34890.673,34890.673,'954434/010',0.0,0.0,H3.5XT,R,1,2,34890.673,'5',187
H32476,0.0,A3C5,'087595','',AU,,2023-05-30,ADAPT-A-LIFT GROUP (SA),23059.6,23059.6,'954438/002',0.0,0.0,J1.8UTT,R,1,2,23059.6,'1',277
H32475,0.0,A3C5,'087595','',AU,,2023-05-30,ADAPT-A-LIFT GROUP (SA),23059.6,23059.6,'954438/001',0.0,0.0,J1.8UTT,R,1,2,23059.6,'1',277
H32474,0.0,D466,'087595','',AU,,2023-05-30,ADAPT-A-LIFT GROUP (SA),34890.673,34890.673,'954438/003',0.0,0.0,H3.5XT,R,1,2,34890.673,'5',187
H32473,0.0,D871,'862065','',NZ,,2023-05-30,S.G EQUIPMENT LTD,28042.15,28042.15,N3058,0.0,0.0,GP35MX,R,1,2,28042.15,'5',188
H32472,0.0,D871,'862065','',NZ,,2023-05-30,S.G EQUIPMENT LTD,28042.15,28042.15,N3057,0.0,0.0,GP35MX,R,1,2,28042.15,'5',188
H32471,0.0,D466,'087565','',AU,,2023-05-30,ADAPT-A-LIFT GROUP (VIC),34890.673,34890.673,'954435/011',0.0,0.0,H3.5XT,R,1,2,34890.673,'5',187
H32470,0.0,D466,'087565','',AU,,2023-05-30,ADAPT-A-LIFT GROUP (VIC),37070.675,37070.675,'954435/012',0.0,0.0,H3.5XT,R,1,2,37070.675,'5',187
H32469,0.0,D466,'087565','',AU,,2023-05-30,ADAPT-A-LIFT GROUP (VIC),34890.673,34890.673,'954435/010',0.0,0.0,H3.5XT,R,1,2,34890.673,'5',187
H32468,0.0,A406,'087605','',AU,,2023-05-30,ADAPT-A-LIFT GROUP (WA),33734.0,33734.0,'954439/007',0.0,0.0,R1.6 406,R,1,2,33734.0,'2',239
H32467,0.0,A3C5,'087605','',AU,,2023-05-30,ADAPT-A-LIFT GROUP (WA),23059.6,23059.6,'954439/002',0.0,0.0,J1.8UTT,R,1,2,23059.6,'1',277
H32466,0.0,A406,'087605','',AU,,2023-05-30,ADAPT-A-LIFT GROUP (WA),33734.0,33734.0,'954439/006',0.0,0.0,R1.6 406,R,1,2,33734.0,'2',239
H32465,0.0,A3C5,'087605','',AU,,2023-05-30,ADAPT-A-LIFT GROUP (WA),23059.6,23059.6,'954439/005',0.0,0.0,J1.8UTT,R,1,2,23059.6,'1',277
H32464,0.0,A3C5,'087605','',AU,,2023-05-30,ADAPT-A-LIFT GROUP (WA),23059.6,23059.6,'954439/004',0.0,0.0,J1.8UTT,R,1,2,23059.6,'1',277
H32463,0.0,A3C5,'087605','',AU,,2023-05-30,ADAPT-A-LIFT GROUP (WA),23059.6,23059.6,'954439/003',0.0,0.0,J1.8UTT,R,1,2,23059.6,'1',277
H32462,0.0,A3C5,'087605','',AU,,2023-05-30,ADAPT-A-LIFT GROUP (WA),23059.6,23059.6,'954439/001',0.0,0.0,J1.8UTT,R,1,2,23059.6,'1',277
H32461,0.0,D466,'087605','',AU,,2023-05-30,ADAPT-A-LIFT GROUP (WA),49076.3,49076.3,'954439/012',0.0,0.0,H3.5XT,R,1,2,49076.3,'5',187
H32460,0.0,D466,'087605','',AU,,2023-05-30,ADAPT-A-LIFT GROUP (WA),49076.3,49076.3,'954439/011',0.0,0.0,H3.5XT,R,1,2,49076.3,'5',187
H32459,0.0,D466,'087605','',AU,,2023-05-30,ADAPT-A-LIFT GROUP (WA),41321.3,41321.3,'954439/009',0.0,0.0,H3.5XT,R,1,2,41321.3,'5',187
H32458,0.0,D466,'087605','',AU,,2023-05-30,ADAPT-A-LIFT GROUP (WA),37070.675,37070.675,'954439/010',0.0,0.0,H3.5XT,R,1,2,37070.675,'5',187
H32457,0.0,D466,'087605','',AU,,2023-05-30,ADAPT-A-LIFT GROUP (WA),34890.673,34890.673,'954439/008',0.0,0.0,H3.5XT,R,1,2,34890.673,'5',187
H32456,0.0,E861,'862065','',NZ,,2023-05-30,S.G EQUIPMENT LTD,50394.0,50394.0,N3056,0.0,0.0,NR045EC,R,1,2,50394.0,'2',37
H32455,0.0,E861,'862065','',NZ,,2023-05-30,S.G EQUIPMENT LTD,38349.71,38349.71,N3055,0.0,0.0,NR035EC,R,1,2,38349.71,'2',37
H32454,0.0,A3C1,'082075','',PG,,2023-05-30,PORTXGROUP (PNG) LTD,15110.150000000003,15110.150000000003,PO-0004,0.0,0.0,H2.5UT,R,1,2,15110.150000000003,'5',258
H32453,0.0,A3C1,'082075','',PG,,2023-05-30,PORTXGROUP (PNG) LTD,13839.650000000003,13839.650000000003,PO-0003,0.0,0.0,H2.5UT,R,1,2,13839.650000000003,'5',258
H32452,0.0,A3C1,'082075','',PG,,2023-05-30,PORTXGROUP (PNG) LTD,15110.150000000003,15110.150000000003,PO-0005,0.0,0.0,H2.5UT,R,1,2,15110.150000000003,'5',258
H32451,0.0,A3C1,'082075','',PG,,2023-05-30,PORTXGROUP (PNG) LTD,13839.650000000003,13839.650000000003,PO-0006,0.0,0.0,H2.5UT,R,1,2,13839.650000000003,'5',258
H32450,0.0,A3C6,'087575','',AU,,2023-05-30,ADAPT-A-LIFT GROUP (QLD),43004.2575,43004.2575,'953877/001',0.0,0.0,H5.0UT,R,1,2,43004.2575,'5',279
H31650,0.0,A7S1,'053665','',AU,,2023-05-30,RIVERINA L/TRUCKS (YALE),21470.25,21470.25,NE-102270,0.0,0.0,GP25UX,R,1,2,21470.25,'5',259
H31649,0.0,A7S1,'053665','',AU,,2023-05-30,RIVERINA L/TRUCKS (YALE),21470.25,21470.25,NE-102269,0.0,0.0,GP25UX,R,1,2,21470.25,'5',259
H31648,0.0,A7S1,'053665','',AU,,2023-05-30,RIVERINA L/TRUCKS (YALE),21066.0,21066.0,NE-102271,0.0,0.0,GP25UX,R,1,2,21066.0,'5',259
H31647,0.0,A7S1,'053665','',AU,,2023-05-30,RIVERINA L/TRUCKS (YALE),42940.5,42940.5,NE-102268,0.0,0.0,GP25UX,R,1,2,42940.5,'5',259
H31552,0.0,A7S4,'862065','',NZ,,2023-05-29,S.G EQUIPMENT LTD,17643.7,17643.7,C1573,0.0,0.0,ERP18UX,R,1,2,17643.7,'1',264
H31551,0.0,A7S4,'862065','',NZ,,2023-05-29,S.G EQUIPMENT LTD,17643.7,17643.7,C1572,0.0,0.0,ERP18UX,R,1,2,17643.7,'1',264
H31550,0.0,A7S4,'862065','',NZ,,2023-05-29,S.G EQUIPMENT LTD,17643.7,17643.7,C1571,0.0,0.0,ERP18UX,R,1,2,17643.7,'1',264
H31549,0.0,A7S1,'862065','',NZ,,2023-05-29,S.G EQUIPMENT LTD,18915.1,18915.1,C1568,0.0,0.0,GP35UX,R,1,2,18915.1,'5',259
H31548,0.0,A7S1,'862065','',NZ,,2023-05-29,S.G EQUIPMENT LTD,18915.1,18915.1,C1567,0.0,0.0,GP35UX,R,1,2,18915.1,'5',259
H31547,0.0,A7S1,'862065','',NZ,,2023-05-29,S.G EQUIPMENT LTD,15846.75,15846.75,C1565,0.0,0.0,GP30UX,R,1,2,15846.75,'5',259
H31546,0.0,A7S1,'862065','',NZ,,2023-05-29,S.G EQUIPMENT LTD,15156.800000000001,15156.800000000001,C1563,0.0,0.0,GP25UX,R,1,2,15156.800000000001,'5',259
H31545,0.0,A7S1,'862065','',NZ,,2023-05-29,S.G EQUIPMENT LTD,15156.800000000001,15156.800000000001,C1562,0.0,0.0,GP25UX,R,1,2,15156.800000000001,'5',259
H31544,0.0,A7S1,'862065','',NZ,,2023-05-29,S.G EQUIPMENT LTD,15156.800000000001,15156.800000000001,C1561,0.0,0.0,GP25UX,R,1,2,15156.800000000001,'5',259
H31543,0.0,A7S4,'862065','',NZ,,2023-05-29,S.G EQUIPMENT LTD,17643.7,17643.7,C1570,0.0,0.0,ERP18UX,R,1,2,17643.7,'1',264
H31542,0.0,A7S6,'862065','',NZ,,2023-05-29,S.G EQUIPMENT LTD,24927.7,24927.7,C1569,0.0,0.0,GP50UX,R,1,2,24927.7,'5',280
H31541,0.0,A7S1,'862065','',NZ,,2023-05-29,S.G EQUIPMENT LTD,18915.1,18915.1,C1566,0.0,0.0,GP35UX,R,1,2,18915.1,'5',259
H31540,0.0,A7S1,'862065','',NZ,,2023-05-29,S.G EQUIPMENT LTD,15846.75,15846.75,C1564,0.0,0.0,GP30UX,R,1,2,15846.75,'5',259
H31539,0.0,A7S1,'862065','',NZ,,2023-05-29,S.G EQUIPMENT LTD,15156.800000000001,15156.800000000001,C1560,0.0,0.0,GP25UX,R,1,2,15156.800000000001,'5',259
H31538,0.0,D466,'087565','',AU,,2023-05-29,ADAPT-A-LIFT GROUP (VIC),36855.863,36855.863,'953414/001',0.0,0.0,H3.5XT,R,1,2,36855.863,'5',187
H31537,0.0,P006,'087605','',AU,,2023-05-29,ADAPT-A-LIFT GROUP (WA),161047.1,161047.1,'946597/001',0.0,0.0,H155FT,R,1,2,161047.1,'5',194
H31536,0.0,A7S6,'087705','',AU,,2023-05-29,ADAPT-A-LIFT GROUP (WA),44468.5255,44468.5255,'952132/001',0.0,0.0,GP50UX,R,1,2,44468.5255,'5',280
H31466,0.0,A7S1,'999055','',AU,,2023-05-29,UNALLOCATED - YALE AUS,23256.75,23256.75,STOCKMAY23-8,0.0,0.0,GP25UX,R,1,2,23256.75,'5',259
H31465,0.0,A7S1,'999055','',AU,,2023-05-29,UNALLOCATED - YALE AUS,23256.75,23256.75,STOCKMAY23-7,0.0,0.0,GP25UX,R,1,2,23256.75,'5',259
H31464,0.0,A7S1,'999055','',AU,,2023-05-29,UNALLOCATED - YALE AUS,23256.75,23256.75,STOCKMAY23-6,0.0,0.0,GP25UX,R,1,2,23256.75,'5',259
H31463,0.0,A7S1,'999055','',AU,,2023-05-29,UNALLOCATED - YALE AUS,23256.75,23256.75,STOCKMAY23-5,0.0,0.0,GP25UX,R,1,2,23256.75,'5',259
H31462,0.0,A7S1,'999055','',AU,,2023-05-29,UNALLOCATED - YALE AUS,23256.75,23256.75,STOCKMAY23-4,0.0,0.0,GP25UX,R,1,2,23256.75,'5',259
H31461,0.0,A7S1,'999055','',AU,,2023-05-29,UNALLOCATED - YALE AUS,23256.75,23256.75,STOCKMAY23-3,0.0,0.0,GP25UX,R,1,2,23256.75,'5',259
H31460,0.0,A7S1,'999055','',AU,,2023-05-29,UNALLOCATED - YALE AUS,23256.75,23256.75,STOCKMAY23-2,0.0,0.0,GP25UX,R,1,2,23256.75,'5',259
H31459,0.0,A7S1,'999055','',AU,,2023-05-29,UNALLOCATED - YALE AUS,23256.75,23256.75,STOCKMAY23-1,0.0,0.0,GP25UX,R,1,2,23256.75,'5',259
H31454,0.0,D466,'087565','',AU,,2023-05-29,ADAPT-A-LIFT GROUP (VIC),33838.65,33838.65,'953878/001',0.0,0.0,H3.5XT,R,1,2,33838.65,'5',187
H31453,0.0,E857,'862065','',NZ,,2023-05-28,S.G EQUIPMENT LTD,10962.71,10962.71,A1095,0.0,0.0,MO25,R,1,2,10962.71,'3',106
H31452,0.0,A7S4,'862065','',NZ,,2023-05-28,S.G EQUIPMENT LTD,14851.7,14851.7,A1097,0.0,0.0,ERP25UX,R,1,2,14851.7,'1',264
H31451,0.0,E857,'862065','',NZ,,2023-05-28,S.G EQUIPMENT LTD,10962.71,10962.71,A1094,0.0,0.0,MO25,R,1,2,10962.71,'3',106
H31450,0.0,E826,'862065','',NZ,,2023-05-28,S.G EQUIPMENT LTD,63454.53999999999,63454.53999999999,A1096,0.0,0.0,OS030BF,R,1,2,63454.53999999999,'2',51
H31436,0.0,C265,'087565','',AU,,2023-05-28,ADAPT-A-LIFT GROUP (VIC),48994.799999999996,48994.799999999996,'953413/001',0.0,0.0,N35ZRS3,R,1,2,48994.799999999996,'2',40
H31435,0.0,A3C5,'087565','',AU,,2023-05-28,ADAPT-A-LIFT GROUP (VIC),24016.0,24016.0,'953412/001',0.0,0.0,J1.8UTT,R,1,2,24016.0,'1',277
H31218,0.0,A276,'087565','',AU,,2023-05-26,ADAPT-A-LIFT GROUP (VIC),49080.045000000006,49080.045000000006,'953832/007',0.0,0.0,J2.5XN,R,1,2,49080.045000000006,'1',28
H31217,0.0,A276,'087565','',AU,,2023-05-26,ADAPT-A-LIFT GROUP (VIC),49080.045000000006,49080.045000000006,'953832/006',0.0,0.0,J2.5XN,R,1,2,49080.045000000006,'1',28
H31216,0.0,A276,'087565','',AU,,2023-05-26,ADAPT-A-LIFT GROUP (VIC),49080.045000000006,49080.045000000006,'953832/005',0.0,0.0,J2.5XN,R,1,2,49080.045000000006,'1',28
H31215,0.0,A276,'087565','',AU,,2023-05-26,ADAPT-A-LIFT GROUP (VIC),49080.045000000006,49080.045000000006,'953832/004',0.0,0.0,J2.5XN,R,1,2,49080.045000000006,'1',28
H31214,0.0,A276,'087565','',AU,,2023-05-26,ADAPT-A-LIFT GROUP (VIC),49080.045000000006,49080.045000000006,'953832/003',0.0,0.0,J2.5XN,R,1,2,49080.045000000006,'1',28
H31213,0.0,A276,'087565','',AU,,2023-05-26,ADAPT-A-LIFT GROUP (VIC),49080.045000000006,49080.045000000006,'953832/002',0.0,0.0,J2.5XN,R,1,2,49080.045000000006,'1',28
H31212,0.0,A276,'087565','',AU,,2023-05-26,ADAPT-A-LIFT GROUP (VIC),42295.24500000001,42295.24500000001,'953832/001',0.0,0.0,J2.5XN,R,1,2,42295.24500000001,'1',28
H31041,0.0,D466,'087585','',AU,,2023-05-25,ADAPT-A-LIFT GROUP (NSW),33967.425,33967.425,'953266/001',0.0,0.0,H3.0XT,R,1,2,33967.425,'5',187
H30825,0.0,D871,'801465','',AU,,2023-05-24,SOUTH QUEENSLAND HANDLING,44180.615,44180.615,'51249',0.0,0.0,GP30MX,R,1,2,44180.615,'5',188
H30345,0.0,U005,'087585','',AU,,2023-05-23,ADAPT-A-LIFT GROUP (NSW),95081.14999999998,95081.14999999998,'950941/001',0.0,0.0,H4.5FT6,R,1,2,95081.14999999998,'5',189
H29919,0.0,E812,'087805','',AU,,2023-05-19,ADAPT-A-LIFT GROUP(NSW),25057.235000000004,25057.235000000004,'952233/001',0.0,0.0,GP20SMX,R,1,2,25057.235000000004,'5',173
H29723,0.0,A7S4,'087505','',AU,,2023-05-18,ADAPT-A-LIFT GROUP (QLD),29067.644999999997,29067.644999999997,'951781/001',0.0,0.0,ERP25UX,R,1,2,29067.644999999997,'1',264
H29604,0.0,F214,'087575','',AU,,2023-05-17,ADAPT-A-LIFT GROUP (QLD),524262.295,524262.295,'952494/007',0.0,0.0,H11XD-ECD9,R,1,2,524262.295,'5',162
H29603,0.0,F214,'087575','',AU,,2023-05-17,ADAPT-A-LIFT GROUP (QLD),524262.295,524262.295,'952494/006',0.0,0.0,H11XD-ECD9,R,1,2,524262.295,'5',162
H29602,0.0,F214,'087575','',AU,,2023-05-17,ADAPT-A-LIFT GROUP (QLD),524262.295,524262.295,'952494/005',0.0,0.0,H11XD-ECD9,R,1,2,524262.295,'5',162
H29601,0.0,F214,'087575','',AU,,2023-05-17,ADAPT-A-LIFT GROUP (QLD),524262.295,524262.295,'952494/004',0.0,0.0,H11XD-ECD9,R,1,2,524262.295,'5',162
H29600,0.0,F214,'087575','',AU,,2023-05-17,ADAPT-A-LIFT GROUP (QLD),524262.295,524262.295,'952494/003',0.0,0.0,H11XD-ECD9,R,1,2,524262.295,'5',162
H29599,0.0,F214,'087575','',AU,,2023-05-17,ADAPT-A-LIFT GROUP (QLD),524262.295,524262.295,'952494/002',0.0,0.0,H11XD-ECD9,R,1,2,524262.295,'5',162
H29598,0.0,F214,'087575','',AU,,2023-05-17,ADAPT-A-LIFT GROUP (QLD),524262.295,524262.295,'952494/001',0.0,0.0,H11XD-ECD9,R,1,2,524262.295,'5',162
H29596,0.0,U005,'087575','',AU,,2023-05-16,ADAPT-A-LIFT GROUP (QLD),76556.55,76556.55,'952458/001',0.0,0.0,H4.0FT6,R,1,2,76556.55,'5',189
H29590,0.0,D466,'087585','',AU,,2023-05-16,ADAPT-A-LIFT GROUP (NSW),30798.324999999997,30798.324999999997,'952135/001',0.0,0.0,H2.5XT,R,1,2,30798.324999999997,'5',187
H29589,0.0,D871,'087805','',AU,,2023-05-16,ADAPT-A-LIFT GROUP(NSW),32383.739999999998,32383.739999999998,'952232/001',0.0,0.0,GP30MX,R,1,2,32383.739999999998,'5',188
H29222,0.0,E812,'801465','',AU,,2023-05-15,SOUTH QUEENSLAND HANDLING,24614.625000000004,24614.625000000004,'51141',0.0,0.0,GP20SMX,R,1,2,24614.625000000004,'5',173
H29221,0.0,D871,'801465','',AU,,2023-05-15,SOUTH QUEENSLAND HANDLING,34519.115,34519.115,'51136',0.0,0.0,GP30MX,R,1,2,34519.115,'5',188
H29220,0.0,E812,'801465','',AU,,2023-05-15,SOUTH QUEENSLAND HANDLING,26475.225000000002,26475.225000000002,'51140',0.0,0.0,GP20SMX,R,1,2,26475.225000000002,'5',173
H29029,0.0,D466,'080065','',NZ,,2023-05-12,SIME DARBY TRANSPORT (NZ),24818.725000000002,24818.725000000002,'8860',0.0,0.0,H3.5XT,R,1,2,24818.725000000002,'5',187
H29027,0.0,D466,'087605','',AU,,2023-05-11,ADAPT-A-LIFT GROUP (WA),40104.375,40104.375,'951013/001',0.0,0.0,H3.0XT,R,1,2,40104.375,'5',187
H29026,0.0,A3C6,'080065','',NZ,,2023-05-11,SIME DARBY TRANSPORT (NZ),29029.0,29029.0,'8859',0.0,0.0,H5.0UT,R,1,2,29029.0,'5',279
H28753,0.0,D849,'087705','',AU,,2023-05-10,ADAPT-A-LIFT GROUP (WA),50466.600000000006,50466.600000000006,'951450/002',0.0,0.0,MR16N,R,1,2,50466.600000000006,'2',46
H28752,0.0,A7S5,'087705','',AU,,2023-05-10,ADAPT-A-LIFT GROUP (WA),24540.0,24540.0,'951450/001',0.0,0.0,ERP18UXT,R,1,2,24540.0,'1',278
H28118,0.0,E812,'087805','',AU,,2023-05-10,ADAPT-A-LIFT GROUP(NSW),27025.775,27025.775,'950176/002',0.0,0.0,GP20SMX,R,1,2,27025.775,'5',173
H28117,0.0,E812,'087805','',AU,,2023-05-10,ADAPT-A-LIFT GROUP(NSW),27025.775,27025.775,'950176/001',0.0,0.0,GP20SMX,R,1,2,27025.775,'5',173
H28116,0.0,A185,'087585','',AU,,2023-05-10,ADAPT-A-LIFT GROUP (NSW),61191.024999999994,61191.024999999994,'945711/002',0.0,0.0,R30XMA3,R,1,2,61191.024999999994,'2',204
H28115,0.0,A185,'087585','',AU,,2023-05-10,ADAPT-A-LIFT GROUP (NSW),122382.04999999997,122382.04999999997,'945711/001',0.0,0.0,R30XMA3,R,1,2,122382.04999999997,'2',204
H27965,0.0,D466,'087565','',AU,,2023-05-09,ADAPT-A-LIFT GROUP (VIC),37799.15,37799.15,'950186/001',0.0,0.0,H3.5XT,R,1,2,37799.15,'5',187
H27964,0.0,A7S1,'087805','',AU,,2023-05-09,ADAPT-A-LIFT GROUP(NSW),23178.875,23178.875,'949067/001',0.0,0.0,GP30UX,R,1,2,23178.875,'5',259
