'order_no','aopmargin_percentage','series','bill_to','comment','ctry_code','currency','date','dealer_name','dealer_net','dealer_net_after_sur_charge','dealerpo','margin_after_sur_charge','margin_percentage_after_sur_charge','model','order_type','quantity','region','total_cost','truck_class','product_dimension'
H52084,0.0,A3C4,'001255','',TH,,2023-08-20,'DILOK AND SONS CO.,LTD.',16426.4,16426.4,ID2023/1723,0.0,0.0,J2.5UT,R,1,1,16426.4,'1',263
H51852,0.0,C915,'001255','',TH,,2023-08-18,'DILOK AND SONS CO.,LTD.',17660.574999999997,17660.574999999997,ID2023/1756,0.0,0.0,R1.80EX  2,R,1,1,17660.574999999997,'2',39
H51822,0.0,A406,'006065','',TH,,2023-08-17,'DILOK AND SONS CO.,LTD.',23464.4,23464.4,TH2023/8632,0.0,0.0,R1.6 406,R,1,1,23464.4,'2',239
H51821,0.0,A406,'006065','',TH,,2023-08-17,'DILOK AND SONS CO.,LTD.',21512.4,21512.4,TH2023/8631,0.0,0.0,R1.6 406,R,1,1,21512.4,'2',239
H51672,0.0,A3D0,'016315','',VN,,2023-08-17,MICO MACHINERY &,30949.0,30949.0,'1023ST-MICHYG',0.0,0.0,H5.0UT6,R,1,1,30949.0,'5',266
H51671,0.0,A3B1,'016315','',VN,,2023-08-17,MICO MACHINERY &,3955.0,3955.0,'1423ST-MICHYG3',0.0,0.0,P2.0UTS,R,1,1,3955.0,'3',244
H51670,0.0,A3B1,'016315','',VN,,2023-08-17,MICO MACHINERY &,3955.0,3955.0,'1423ST-MICHYG2',0.0,0.0,P2.0UTS,R,1,1,3955.0,'3',244
H51669,0.0,A3B1,'016315','',VN,,2023-08-17,MICO MACHINERY &,5159.0,5159.0,'1223ST-MICHYG5',0.0,0.0,P2.0UTS,R,1,1,5159.0,'3',244
H51668,0.0,A3B1,'016315','',VN,,2023-08-17,MICO MACHINERY &,5159.0,5159.0,'1223ST-MICHYG4',0.0,0.0,P2.0UTS,R,1,1,5159.0,'3',244
H51667,0.0,A3B1,'016315','',VN,,2023-08-17,MICO MACHINERY &,5159.0,5159.0,'1223ST-MICHYG3',0.0,0.0,P2.0UTS,R,1,1,5159.0,'3',244
H51666,0.0,A3B1,'016315','',VN,,2023-08-17,MICO MACHINERY &,5159.0,5159.0,'1223ST-MICHYG2',0.0,0.0,P2.0UTS,R,1,1,5159.0,'3',244
H51665,0.0,A3B1,'016315','',VN,,2023-08-17,MICO MACHINERY &,5355.0,5355.0,'1123ST-MICHYG4',0.0,0.0,P2.0UTS,R,1,1,5355.0,'3',244
H51664,0.0,A3B1,'016315','',VN,,2023-08-17,MICO MACHINERY &,5355.0,5355.0,'1123ST-MICHYG3',0.0,0.0,P2.0UTS,R,1,1,5355.0,'3',244
H51663,0.0,A3B1,'016315','',VN,,2023-08-17,MICO MACHINERY &,5355.0,5355.0,'1123ST-MICHYG2',0.0,0.0,P2.0UTS,R,1,1,5355.0,'3',244
H51662,0.0,A3B1,'016315','',VN,,2023-08-17,MICO MACHINERY &,3955.0,3955.0,'1423ST-MICHYG1',0.0,0.0,P2.0UTS,R,1,1,3955.0,'3',244
H51661,0.0,A3B1,'016315','',VN,,2023-08-17,MICO MACHINERY &,10318.0,10318.0,'1223ST-MICHYG1',0.0,0.0,P2.0UTS,R,1,1,10318.0,'3',244
H51660,0.0,A3B1,'016315','',VN,,2023-08-17,MICO MACHINERY &,5355.0,5355.0,'1123ST-MICHYG1',0.0,0.0,P2.0UTS,R,1,1,5355.0,'3',244
H51654,0.0,D475,'005065','',SG,,2023-08-17,HYSTER-YALE LIFT TRUCKS,0.0,0.0,HYS2023-033,0.0,0.0,H1.8XT,R,1,1,0.0,'5',172
H51605,0.0,D466,'001255','',TH,,2023-08-16,'DILOK AND SONS CO.,LTD.',19764.649999999998,19764.649999999998,ID2023/1721,0.0,0.0,H3.0XT,R,1,1,19764.649999999998,'5',187
H51604,0.0,D466,'001255','',TH,,2023-08-16,'DILOK AND SONS CO.,LTD.',19764.649999999998,19764.649999999998,ID2023/1720,0.0,0.0,H3.0XT,R,1,1,19764.649999999998,'5',187
H51596,0.0,D466,'016315','',VN,,2023-08-16,MICO MACHINERY &,0.0,0.0,'0923ST-MICHYG',0.0,0.0,H3.0XT,R,1,1,0.0,'5',187
H51475,0.0,A3C1,'001255','',TH,,2023-08-16,'DILOK AND SONS CO.,LTD.',13796.4,13796.4,ID2023/1722,0.0,0.0,H2.5UT,R,1,1,13796.4,'5',258
H51274,0.0,A3C4,'001255','',TH,,2023-08-14,'DILOK AND SONS CO.,LTD.',17446.800000000003,17446.800000000003,ID2023/1710,0.0,0.0,J2.5UT,R,1,1,17446.800000000003,'1',263
H51066,0.0,A7S5,'804105','',ID,,2023-08-14,PT UNIVERSAL TRAKTOR,14850.3,14850.3,'073',0.0,0.0,ERP18UXT,R,1,1,14850.3,'1',278
H51062,0.0,A3C4,'001255','',TH,,2023-08-14,'DILOK AND SONS CO.,LTD.',18085.2,18085.2,ID2023/1712,0.0,0.0,J2.5UT,R,1,1,18085.2,'1',263
H51061,0.0,A3C4,'001255','',TH,,2023-08-14,'DILOK AND SONS CO.,LTD.',18085.2,18085.2,ID2023/1711,0.0,0.0,J2.5UT,R,1,1,18085.2,'1',263
H50833,0.0,A3C4,'006065','',TH,,2023-08-11,'DILOK AND SONS CO.,LTD.',13448.600000000002,13448.600000000002,TH2023/8630,0.0,0.0,J2.5UT,R,1,1,13448.600000000002,'1',263
H50832,0.0,A3C4,'006065','',TH,,2023-08-11,'DILOK AND SONS CO.,LTD.',13448.600000000002,13448.600000000002,TH2023/8629,0.0,0.0,J2.5UT,R,1,1,13448.600000000002,'1',263
H50831,0.0,A3C4,'006065','',TH,,2023-08-11,'DILOK AND SONS CO.,LTD.',13448.600000000002,13448.600000000002,TH2023/8628,0.0,0.0,J2.5UT,R,1,1,13448.600000000002,'1',263
H50830,0.0,A3C4,'006065','',TH,,2023-08-11,'DILOK AND SONS CO.,LTD.',13448.600000000002,13448.600000000002,TH2023/8627,0.0,0.0,J2.5UT,R,1,1,13448.600000000002,'1',263
H50829,0.0,A3C4,'006065','',TH,,2023-08-11,'DILOK AND SONS CO.,LTD.',13448.600000000002,13448.600000000002,TH2023/8626,0.0,0.0,J2.5UT,R,1,1,13448.600000000002,'1',263
H50828,0.0,A3C4,'006065','',TH,,2023-08-11,'DILOK AND SONS CO.,LTD.',13448.600000000002,13448.600000000002,TH2023/8625,0.0,0.0,J2.5UT,R,1,1,13448.600000000002,'1',263
H50827,0.0,A3C4,'006065','',TH,,2023-08-11,'DILOK AND SONS CO.,LTD.',13448.600000000002,13448.600000000002,TH2023/8624,0.0,0.0,J2.5UT,R,1,1,13448.600000000002,'1',263
H50826,0.0,A3C4,'006065','',TH,,2023-08-11,'DILOK AND SONS CO.,LTD.',13448.600000000002,13448.600000000002,TH2023/8623,0.0,0.0,J2.5UT,R,1,1,13448.600000000002,'1',263
H50790,0.0,B925,'006065','',TH,,2023-08-11,'DILOK AND SONS CO.,LTD.',19394.6,19394.6,TH2023/8622,0.0,0.0,R2.50EX  2,R,1,1,19394.6,'2',47
H50789,0.0,B925,'006065','',TH,,2023-08-11,'DILOK AND SONS CO.,LTD.',27135.525,27135.525,TH2023/8621,0.0,0.0,R2.50EX  2,R,1,1,27135.525,'2',47
H50539,0.0,A3C1,'011005','',MY,,2023-08-09,SIME DARBY MATERIAL,12834.4,12834.4,'3030036626-1',0.0,0.0,H2.5UT,R,1,1,12834.4,'5',258
H50352,0.0,A7S1,'806565','',MY,,2023-08-09,PRESTAR MARKETING SDN BHD,10556.075000000004,10556.075000000004,PK/6241/23,0.0,0.0,GP30UX,R,1,1,10556.075000000004,'5',259
H50351,0.0,A7S1,'806565','',MY,,2023-08-09,PRESTAR MARKETING SDN BHD,10556.075000000004,10556.075000000004,PK/6240/23,0.0,0.0,GP30UX,R,1,1,10556.075000000004,'5',259
H50350,0.0,A7S1,'806565','',MY,,2023-08-09,PRESTAR MARKETING SDN BHD,10556.075000000004,10556.075000000004,PK/6239/23,0.0,0.0,GP30UX,R,1,1,10556.075000000004,'5',259
H50349,0.0,A7S1,'806565','',MY,,2023-08-09,PRESTAR MARKETING SDN BHD,10556.075000000004,10556.075000000004,PK/6238/23,0.0,0.0,GP30UX,R,1,1,10556.075000000004,'5',259
H50348,0.0,A7S1,'806565','',MY,,2023-08-09,PRESTAR MARKETING SDN BHD,10556.075000000004,10556.075000000004,PK/6237/23,0.0,0.0,GP30UX,R,1,1,10556.075000000004,'5',259
H50347,0.0,A7S1,'806565','',MY,,2023-08-09,PRESTAR MARKETING SDN BHD,10556.075000000004,10556.075000000004,PK/6236/23,0.0,0.0,GP30UX,R,1,1,10556.075000000004,'5',259
H50346,0.0,A7S1,'806565','',MY,,2023-08-09,PRESTAR MARKETING SDN BHD,10556.075000000004,10556.075000000004,PK/6235/23,0.0,0.0,GP30UX,R,1,1,10556.075000000004,'5',259
H50345,0.0,A7S1,'806565','',MY,,2023-08-09,PRESTAR MARKETING SDN BHD,10556.075000000004,10556.075000000004,PK/6234/23,0.0,0.0,GP30UX,R,1,1,10556.075000000004,'5',259
H50344,0.0,A7S1,'806565','',MY,,2023-08-09,PRESTAR MARKETING SDN BHD,10556.075000000004,10556.075000000004,PK/6233/23,0.0,0.0,GP30UX,R,1,1,10556.075000000004,'5',259
H50343,0.0,A7S1,'806565','',MY,,2023-08-09,PRESTAR MARKETING SDN BHD,9864.1,9864.1,PK/6231/23,0.0,0.0,GP25UX,R,1,1,9864.1,'5',259
H50342,0.0,A7S1,'806565','',MY,,2023-08-09,PRESTAR MARKETING SDN BHD,10556.075000000004,10556.075000000004,PK/6232/23,0.0,0.0,GP30UX,R,1,1,10556.075000000004,'5',259
H50341,0.0,A7S1,'806565','',MY,,2023-08-09,PRESTAR MARKETING SDN BHD,9864.1,9864.1,PK/6230/23,0.0,0.0,GP25UX,R,1,1,9864.1,'5',259
H50340,0.0,A3D4,'814065','',TH,,2023-08-08,JENBUNJERD CO LTD,727.7,727.7,POI2300680,0.0,0.0,MPC15,R,1,1,727.7,'3',268
H50339,0.0,A3D4,'814065','',TH,,2023-08-08,JENBUNJERD CO LTD,727.7,727.7,POI2300679,0.0,0.0,MPC15,R,1,1,727.7,'3',268
H50338,0.0,A3D4,'814065','',TH,,2023-08-08,JENBUNJERD CO LTD,863.7,863.7,POI2300677,0.0,0.0,MPC15,R,1,1,863.7,'3',268
H50337,0.0,A3D4,'814065','',TH,,2023-08-08,JENBUNJERD CO LTD,863.7,863.7,POI2300676,0.0,0.0,MPC15,R,1,1,863.7,'3',268
H50336,0.0,A3D4,'814065','',TH,,2023-08-08,JENBUNJERD CO LTD,863.7,863.7,POI2300675,0.0,0.0,MPC15,R,1,1,863.7,'3',268
H50335,0.0,A3D4,'814065','',TH,,2023-08-08,JENBUNJERD CO LTD,863.7,863.7,POI2300674,0.0,0.0,MPC15,R,1,1,863.7,'3',268
H50334,0.0,A3D4,'814065','',TH,,2023-08-08,JENBUNJERD CO LTD,863.7,863.7,POI2300673,0.0,0.0,MPC15,R,1,1,863.7,'3',268
H50333,0.0,A3D4,'814065','',TH,,2023-08-08,JENBUNJERD CO LTD,863.7,863.7,POI2300672,0.0,0.0,MPC15,R,1,1,863.7,'3',268
H50332,0.0,A3D4,'814065','',TH,,2023-08-08,JENBUNJERD CO LTD,863.7,863.7,POI2300671,0.0,0.0,MPC15,R,1,1,863.7,'3',268
H50331,0.0,A3D4,'814065','',TH,,2023-08-08,JENBUNJERD CO LTD,863.7,863.7,POI2300670,0.0,0.0,MPC15,R,1,1,863.7,'3',268
H50330,0.0,A3D4,'814065','',TH,,2023-08-08,JENBUNJERD CO LTD,863.7,863.7,POI2300669,0.0,0.0,MPC15,R,1,1,863.7,'3',268
H50329,0.0,A3D4,'814065','',TH,,2023-08-08,JENBUNJERD CO LTD,727.7,727.7,POI2300667,0.0,0.0,MPC15,R,1,1,727.7,'3',268
H50328,0.0,A3D4,'814065','',TH,,2023-08-08,JENBUNJERD CO LTD,777.7,777.7,POI2300640,0.0,0.0,MPC15,R,1,1,777.7,'3',268
H50327,0.0,A3D4,'814065','',TH,,2023-08-08,JENBUNJERD CO LTD,727.7,727.7,POI2300666,0.0,0.0,MPC15,R,1,1,727.7,'3',268
H50326,0.0,A3D4,'814065','',TH,,2023-08-08,JENBUNJERD CO LTD,777.7,777.7,POI2300639,0.0,0.0,MPC15,R,1,1,777.7,'3',268
H50325,0.0,A3D4,'814065','',TH,,2023-08-08,JENBUNJERD CO LTD,727.7,727.7,POI2300665,0.0,0.0,MPC15,R,1,1,727.7,'3',268
H50324,0.0,A3D4,'814065','',TH,,2023-08-08,JENBUNJERD CO LTD,777.7,777.7,POI2300638,0.0,0.0,MPC15,R,1,1,777.7,'3',268
H50323,0.0,A3D4,'814065','',TH,,2023-08-08,JENBUNJERD CO LTD,727.7,727.7,POI2300664,0.0,0.0,MPC15,R,1,1,727.7,'3',268
H50322,0.0,A3D4,'814065','',TH,,2023-08-08,JENBUNJERD CO LTD,727.7,727.7,POI2300663,0.0,0.0,MPC15,R,1,1,727.7,'3',268
H50321,0.0,A3D4,'814065','',TH,,2023-08-08,JENBUNJERD CO LTD,777.7,777.7,POI2300637,0.0,0.0,MPC15,R,1,1,777.7,'3',268
H50320,0.0,A3D4,'814065','',TH,,2023-08-08,JENBUNJERD CO LTD,727.7,727.7,POI2300662,0.0,0.0,MPC15,R,1,1,727.7,'3',268
H50319,0.0,A3D4,'814065','',TH,,2023-08-08,JENBUNJERD CO LTD,777.7,777.7,POI2300636,0.0,0.0,MPC15,R,1,1,777.7,'3',268
H50318,0.0,A3D4,'814065','',TH,,2023-08-08,JENBUNJERD CO LTD,727.7,727.7,POI2300661,0.0,0.0,MPC15,R,1,1,727.7,'3',268
H50317,0.0,A3D4,'814065','',TH,,2023-08-08,JENBUNJERD CO LTD,777.7,777.7,POI2300635,0.0,0.0,MPC15,R,1,1,777.7,'3',268
H50316,0.0,A3D4,'814065','',TH,,2023-08-08,JENBUNJERD CO LTD,727.7,727.7,POI2300660,0.0,0.0,MPC15,R,1,1,727.7,'3',268
H50315,0.0,A3D4,'814065','',TH,,2023-08-08,JENBUNJERD CO LTD,777.7,777.7,POI2300634,0.0,0.0,MPC15,R,1,1,777.7,'3',268
H50314,0.0,A3D4,'814065','',TH,,2023-08-08,JENBUNJERD CO LTD,727.7,727.7,POI2300659,0.0,0.0,MPC15,R,1,1,727.7,'3',268
H50313,0.0,A3D4,'814065','',TH,,2023-08-08,JENBUNJERD CO LTD,777.7,777.7,POI2300633,0.0,0.0,MPC15,R,1,1,777.7,'3',268
H50312,0.0,A3D4,'814065','',TH,,2023-08-08,JENBUNJERD CO LTD,727.7,727.7,POI2300658,0.0,0.0,MPC15,R,1,1,727.7,'3',268
H50311,0.0,A3D4,'814065','',TH,,2023-08-08,JENBUNJERD CO LTD,777.7,777.7,POI2300632,0.0,0.0,MPC15,R,1,1,777.7,'3',268
H50310,0.0,A3D4,'814065','',TH,,2023-08-08,JENBUNJERD CO LTD,727.7,727.7,POI2300657,0.0,0.0,MPC15,R,1,1,727.7,'3',268
H50309,0.0,A3D4,'814065','',TH,,2023-08-08,JENBUNJERD CO LTD,777.7,777.7,POI2300631,0.0,0.0,MPC15,R,1,1,777.7,'3',268
H50308,0.0,A3D4,'814065','',TH,,2023-08-08,JENBUNJERD CO LTD,727.7,727.7,POI2300678,0.0,0.0,MPC15,R,1,1,727.7,'3',268
H50307,0.0,A3D4,'814065','',TH,,2023-08-08,JENBUNJERD CO LTD,777.7,777.7,POI2300630,0.0,0.0,MPC15,R,1,1,777.7,'3',268
H50306,0.0,A3D4,'814065','',TH,,2023-08-08,JENBUNJERD CO LTD,777.7,777.7,POI2300655,0.0,0.0,MPC15,R,1,1,777.7,'3',268
H50305,0.0,A3D4,'814065','',TH,,2023-08-08,JENBUNJERD CO LTD,863.7,863.7,POI2300668,0.0,0.0,MPC15,R,1,1,863.7,'3',268
H50304,0.0,A3D4,'814065','',TH,,2023-08-08,JENBUNJERD CO LTD,777.7,777.7,POI2300629,0.0,0.0,MPC15,R,1,1,777.7,'3',268
H50303,0.0,A3D4,'814065','',TH,,2023-08-08,JENBUNJERD CO LTD,777.7,777.7,POI2300654,0.0,0.0,MPC15,R,1,1,777.7,'3',268
H50302,0.0,A3D4,'814065','',TH,,2023-08-08,JENBUNJERD CO LTD,727.7,727.7,POI2300656,0.0,0.0,MPC15,R,1,1,727.7,'3',268
H50301,0.0,A3D4,'814065','',TH,,2023-08-08,JENBUNJERD CO LTD,777.7,777.7,POI2300628,0.0,0.0,MPC15,R,1,1,777.7,'3',268
H50300,0.0,A3D4,'814065','',TH,,2023-08-08,JENBUNJERD CO LTD,777.7,777.7,POI2300653,0.0,0.0,MPC15,R,1,1,777.7,'3',268
H50299,0.0,A3D4,'814065','',TH,,2023-08-08,JENBUNJERD CO LTD,777.7,777.7,POI2300627,0.0,0.0,MPC15,R,1,1,777.7,'3',268
H50298,0.0,A3D4,'814065','',TH,,2023-08-08,JENBUNJERD CO LTD,777.7,777.7,POI2300652,0.0,0.0,MPC15,R,1,1,777.7,'3',268
H50297,0.0,A3D4,'814065','',TH,,2023-08-08,JENBUNJERD CO LTD,777.7,777.7,POI2300626,0.0,0.0,MPC15,R,1,1,777.7,'3',268
H50296,0.0,A3D4,'814065','',TH,,2023-08-08,JENBUNJERD CO LTD,777.7,777.7,POI2300651,0.0,0.0,MPC15,R,1,1,777.7,'3',268
H50295,0.0,A3D4,'814065','',TH,,2023-08-08,JENBUNJERD CO LTD,777.7,777.7,POI2300625,0.0,0.0,MPC15,R,1,1,777.7,'3',268
H50294,0.0,A3D4,'814065','',TH,,2023-08-08,JENBUNJERD CO LTD,777.7,777.7,POI2300650,0.0,0.0,MPC15,R,1,1,777.7,'3',268
H50293,0.0,A3D4,'814065','',TH,,2023-08-08,JENBUNJERD CO LTD,777.7,777.7,POI2300624,0.0,0.0,MPC15,R,1,1,777.7,'3',268
H50292,0.0,A3D4,'814065','',TH,,2023-08-08,JENBUNJERD CO LTD,777.7,777.7,POI2300649,0.0,0.0,MPC15,R,1,1,777.7,'3',268
H50291,0.0,A3D4,'814065','',TH,,2023-08-08,JENBUNJERD CO LTD,777.7,777.7,POI2300623,0.0,0.0,MPC15,R,1,1,777.7,'3',268
H50290,0.0,A3D4,'814065','',TH,,2023-08-08,JENBUNJERD CO LTD,777.7,777.7,POI2300648,0.0,0.0,MPC15,R,1,1,777.7,'3',268
H50289,0.0,A3D4,'814065','',TH,,2023-08-08,JENBUNJERD CO LTD,777.7,777.7,POI2300622,0.0,0.0,MPC15,R,1,1,777.7,'3',268
H50288,0.0,A3D4,'814065','',TH,,2023-08-08,JENBUNJERD CO LTD,777.7,777.7,POI2300647,0.0,0.0,MPC15,R,1,1,777.7,'3',268
H50287,0.0,A3D4,'814065','',TH,,2023-08-08,JENBUNJERD CO LTD,777.7,777.7,POI2300621,0.0,0.0,MPC15,R,1,1,777.7,'3',268
H50286,0.0,A3D4,'814065','',TH,,2023-08-08,JENBUNJERD CO LTD,777.7,777.7,POI2300646,0.0,0.0,MPC15,R,1,1,777.7,'3',268
H50285,0.0,A3D4,'814065','',TH,,2023-08-08,JENBUNJERD CO LTD,777.7,777.7,POI2300620,0.0,0.0,MPC15,R,1,1,777.7,'3',268
H50284,0.0,A3D4,'814065','',TH,,2023-08-08,JENBUNJERD CO LTD,777.7,777.7,POI2300645,0.0,0.0,MPC15,R,1,1,777.7,'3',268
H50283,0.0,A3D4,'814065','',TH,,2023-08-08,JENBUNJERD CO LTD,777.7,777.7,POI2300619,0.0,0.0,MPC15,R,1,1,777.7,'3',268
H50282,0.0,A3D4,'814065','',TH,,2023-08-08,JENBUNJERD CO LTD,777.7,777.7,POI2300644,0.0,0.0,MPC15,R,1,1,777.7,'3',268
H50281,0.0,A3D4,'814065','',TH,,2023-08-08,JENBUNJERD CO LTD,777.7,777.7,POI2300643,0.0,0.0,MPC15,R,1,1,777.7,'3',268
H50280,0.0,A3D4,'814065','',TH,,2023-08-08,JENBUNJERD CO LTD,777.7,777.7,POI2300618,0.0,0.0,MPC15,R,1,1,777.7,'3',268
H50279,0.0,A3D4,'814065','',TH,,2023-08-08,JENBUNJERD CO LTD,777.7,777.7,POI2300642,0.0,0.0,MPC15,R,1,1,777.7,'3',268
H50278,0.0,A3D4,'814065','',TH,,2023-08-08,JENBUNJERD CO LTD,777.7,777.7,POI2300617,0.0,0.0,MPC15,R,1,1,777.7,'3',268
H50277,0.0,A3D4,'814065','',TH,,2023-08-08,JENBUNJERD CO LTD,777.7,777.7,POI2300641,0.0,0.0,MPC15,R,1,1,777.7,'3',268
H50276,0.0,A3D4,'814065','',TH,,2023-08-08,JENBUNJERD CO LTD,777.7,777.7,POI2300616,0.0,0.0,MPC15,R,1,1,777.7,'3',268
H50275,0.0,A3D4,'814065','',TH,,2023-08-08,JENBUNJERD CO LTD,777.7,777.7,POI2300615,0.0,0.0,MPC15,R,1,1,777.7,'3',268
H50274,0.0,A3D4,'814065','',TH,,2023-08-08,JENBUNJERD CO LTD,777.7,777.7,POI2300614,0.0,0.0,MPC15,R,1,1,777.7,'3',268
H50273,0.0,A3D4,'814065','',TH,,2023-08-08,JENBUNJERD CO LTD,777.7,777.7,POI2300613,0.0,0.0,MPC15,R,1,1,777.7,'3',268
H50272,0.0,A3D4,'814065','',TH,,2023-08-08,JENBUNJERD CO LTD,777.7,777.7,POI2300612,0.0,0.0,MPC15,R,1,1,777.7,'3',268
H50271,0.0,A3D4,'814065','',TH,,2023-08-08,JENBUNJERD CO LTD,777.7,777.7,POI2300611,0.0,0.0,MPC15,R,1,1,777.7,'3',268
H50270,0.0,A7R3,'880805','',IN,,2023-08-08,ELECTROMECH LIFT TRUCKS,5899.55,5899.55,'23-24/I00120-03',0.0,0.0,MS15XUX,R,1,1,5899.55,'3',255
H50269,0.0,A7R3,'880805','',IN,,2023-08-08,ELECTROMECH LIFT TRUCKS,5899.55,5899.55,'23-24/I00120-02',0.0,0.0,MS15XUX,R,1,1,5899.55,'3',255
H50268,0.0,A7R3,'880805','',IN,,2023-08-08,ELECTROMECH LIFT TRUCKS,5899.55,5899.55,'23-24/I00120',0.0,0.0,MS15XUX,R,1,1,5899.55,'3',255
H49984,0.0,A3C1,'081265','',TW,,2023-08-08,TA YIH MATERIALS HANDLING,13714.875000000002,13714.875000000002,HY-23H007,0.0,0.0,H3.0UT,R,1,1,13714.875000000002,'5',258
H49982,0.0,A3C4,'081645','',KR,,2023-08-07,HYSTER KOREA INC.,13111.299999999997,13111.299999999997,'23118HKT0808',0.0,0.0,J2.5UT,R,1,1,13111.299999999997,'1',263
H49981,0.0,A3C4,'081645','',KR,,2023-08-07,HYSTER KOREA INC.,13111.299999999997,13111.299999999997,'23117HKT0808',0.0,0.0,J2.5UT,R,1,1,13111.299999999997,'1',263
H49980,0.0,A3C4,'081645','',KR,,2023-08-07,HYSTER KOREA INC.,26222.6,26222.6,'23116HKT0808',0.0,0.0,J2.5UT,R,1,1,26222.6,'1',263
H49979,0.0,A3C4,'081645','',KR,,2023-08-07,HYSTER KOREA INC.,31191.6,31191.6,'23115HKT0808',0.0,0.0,J3.5UT,R,1,1,31191.6,'1',263
H49932,0.0,A3C4,'006065','',TH,,2023-08-07,'DILOK AND SONS CO.,LTD.',19682.150000000005,19682.150000000005,'2023/8620',0.0,0.0,J2.5UT,R,1,1,19682.150000000005,'1',263
H49931,0.0,A3C4,'006065','',TH,,2023-08-07,'DILOK AND SONS CO.,LTD.',18690.350000000002,18690.350000000002,TH2023/8619,0.0,0.0,J2.5UT,R,1,1,18690.350000000002,'1',263
H49861,0.0,C915,'006065','',TH,,2023-08-07,'DILOK AND SONS CO.,LTD.',17202.175,17202.175,'2023/8618',0.0,0.0,R1.80EX  2,R,1,1,17202.175,'2',39
H49860,0.0,A7S4,'017005','',VN,,2023-08-06,'KY LUC CO., LTD',18314.225,18314.225,Y-U-02923-B5,0.0,0.0,ERP25UX,R,1,1,18314.225,'1',264
H49859,0.0,A7S4,'017005','',VN,,2023-08-06,'KY LUC CO., LTD',18314.225,18314.225,Y-U-02923-B4,0.0,0.0,ERP25UX,R,1,1,18314.225,'1',264
H49858,0.0,A7S4,'017005','',VN,,2023-08-06,'KY LUC CO., LTD',18314.225,18314.225,Y-U-02923-B3,0.0,0.0,ERP25UX,R,1,1,18314.225,'1',264
H49857,0.0,A7S4,'017005','',VN,,2023-08-06,'KY LUC CO., LTD',18314.225,18314.225,Y-U-02923-B2,0.0,0.0,ERP25UX,R,1,1,18314.225,'1',264
H49856,0.0,A7S4,'017005','',VN,,2023-08-06,'KY LUC CO., LTD',23283.1,23283.1,Y-U-02923-A7,0.0,0.0,ERP30UX,R,1,1,23283.1,'1',264
H49855,0.0,A7S4,'017005','',VN,,2023-08-06,'KY LUC CO., LTD',23283.1,23283.1,Y-U-02923-A6,0.0,0.0,ERP30UX,R,1,1,23283.1,'1',264
H49854,0.0,A7S4,'017005','',VN,,2023-08-06,'KY LUC CO., LTD',23283.1,23283.1,Y-U-02923-A5,0.0,0.0,ERP30UX,R,1,1,23283.1,'1',264
H49853,0.0,A7S4,'017005','',VN,,2023-08-06,'KY LUC CO., LTD',23283.1,23283.1,Y-U-02923-A4,0.0,0.0,ERP30UX,R,1,1,23283.1,'1',264
H49852,0.0,A7S4,'017005','',VN,,2023-08-06,'KY LUC CO., LTD',23283.1,23283.1,Y-U-02923-A3,0.0,0.0,ERP30UX,R,1,1,23283.1,'1',264
H49851,0.0,A7S4,'017005','',VN,,2023-08-06,'KY LUC CO., LTD',23283.1,23283.1,Y-U-02923-A2,0.0,0.0,ERP30UX,R,1,1,23283.1,'1',264
H49850,0.0,A7S4,'017005','',VN,,2023-08-06,'KY LUC CO., LTD',18314.225,18314.225,Y-U-02923-B1,0.0,0.0,ERP25UX,R,1,1,18314.225,'1',264
H49849,0.0,A7S4,'017005','',VN,,2023-08-06,'KY LUC CO., LTD',23283.1,23283.1,Y-U-02923-A1,0.0,0.0,ERP30UX,R,1,1,23283.1,'1',264
H49636,0.0,A7S4,'017005','',VN,,2023-08-03,'KY LUC CO., LTD',15306.35,15306.35,Y-U-02823,0.0,0.0,ERP15UX,R,1,1,15306.35,'1',264
H49454,0.0,A3D1,'880505','',LK,,2023-08-03,HAYLEYS AVENTURA,1940.0,1940.0,'2023_001',0.0,0.0,P1.5UT,R,1,1,1940.0,'3',265
H51831,0.0,A921,'087585','',AU,,2023-08-18,ADAPT-A-LIFT GROUP (NSW),548297.1250000001,548297.1250000001,'966759/009',0.0,0.0,RS 45-31 CH,R,1,2,548297.1250000001,'5',288
H51830,0.0,A921,'087585','',AU,,2023-08-18,ADAPT-A-LIFT GROUP (NSW),548297.1250000001,548297.1250000001,'966759/008',0.0,0.0,RS 45-31 CH,R,1,2,548297.1250000001,'5',288
H51829,0.0,A921,'087585','',AU,,2023-08-18,ADAPT-A-LIFT GROUP (NSW),548297.1250000001,548297.1250000001,'966759/007',0.0,0.0,RS 45-31 CH,R,1,2,548297.1250000001,'5',288
H51828,0.0,A921,'087585','',AU,,2023-08-18,ADAPT-A-LIFT GROUP (NSW),548297.1250000001,548297.1250000001,'966759/006',0.0,0.0,RS 45-31 CH,R,1,2,548297.1250000001,'5',288
H51827,0.0,A921,'087585','',AU,,2023-08-18,ADAPT-A-LIFT GROUP (NSW),548297.1250000001,548297.1250000001,'966759/005',0.0,0.0,RS 45-31 CH,R,1,2,548297.1250000001,'5',288
H51826,0.0,A921,'087585','',AU,,2023-08-18,ADAPT-A-LIFT GROUP (NSW),548297.1250000001,548297.1250000001,'966759/004',0.0,0.0,RS 45-31 CH,R,1,2,548297.1250000001,'5',288
