'id','class_','costrmb','dealer','dealer_net','description','list_price','margin_aop','model_code','month_year','option_code','plant','price_list_region','std_opt','currency_currency'
7909,Class 5 NOT BT,0.0,'DE LAGE LANDEN (SQMH) - SYDNEY, N2',0.0,Lever Shift Direction Control - Mounted on Left Hand Side of Steering Column,0.0,0.0,GP70UX6,2023-08-01,DICOLV,Maximal,Yale Aust,'',AUD
7910,Class 5 NOT BT,0.0,'DE LAGE LANDEN (SQMH) - SYDNEY, N2',0.0,Steering Wheel with Spinner Knob,0.0,0.0,GP70UX6,2023-08-01,SWWISK,Maximal,Yale Aust,'',AUD
7911,Class 5 NOT BT,282.2442,'DE LAGE LANDEN (SQMH) - SYDNEY, N2',0.0,Work Lights - LED - 2 Front Rear Combination Lights - 2 Brake / Tail / Back-up Front and Rear Turn Signals,0.0,-61.850570621699994,GP70UX6,2023-08-01,L2FSTR,Maximal,Yale Aust,'',AUD
7912,Class 5 NOT BT,0.0,'DE LAGE LANDEN (SQMH) - SYDNEY, N2',176.0,Visible Alarm - Amber LED Strobe - Keyswitch Activated - Does Not Increase Truck Height,220.0,17.6,GP70UX6,2023-08-01,LASWKS,Maximal,Yale Aust,'',AUD
7913,Class 5 NOT BT,0.0,'DE LAGE LANDEN (SQMH) - SYDNEY, N2',144.0,Audible Alarm - Reverse Direction Activated,180.0,14.4,GP70UX6,2023-08-01,ALAAUR,Maximal,Yale Aust,'',AUD
7914,Class 5 NOT BT,20.1603,'DE LAGE LANDEN (SQMH) - SYDNEY, N2',0.0,Parking Alarm ,0.0,-4.41789790155,GP70UX6,2023-08-01,PRKALM,Maximal,Yale Aust,'',AUD
7915,Class 5 NOT BT,0.0,'DE LAGE LANDEN (SQMH) - SYDNEY, N2',0.0,'Standard Warranty 12 Months / 2,000 Hours, Powertrain 36 Months / 3,000 Hours ',0.0,0.0,GP70UX6,2023-08-01,WAP12D,Maximal,Yale Aust,'',AUD
7916,Class 5 NOT BT,0.0,'DE LAGE LANDEN (SQMH) - SYDNEY, N2',0.0,English Literature Pack and Labels,0.0,0.0,GP70UX6,2023-08-01,LITPEN,Maximal,Yale Aust,'',AUD
7917,Class 5 NOT BT,64461.99,'DE LAGE LANDEN (SQMH) - SYDNEY, N2',17576.25,GP25UX,23435.0,3450.1462043850006,GP25UX,2023-08-01,GP25UX_A7S1,Maximal,Yale Aust,BM,AUD
7918,Class 5 NOT BT,72344.22,'DE LAGE LANDEN (SQMH) - SYDNEY, N2',21300.9,GP35UX,28785.0,5447.49614553,GP35UX,2023-08-01,GP35UX_A7S1,Maximal,Yale Aust,BM,AUD
7919,Class 5 NOT BT,64461.99,'ADAPT-A-LIFT GROUP (NSW) - WETHERILL PARK, N2',17576.25,H2.5UT,23435.0,3450.1462043850006,H2.5UT,2023-08-01,MH25UT_A3C1,Maximal,Hyster Aust,BM,AUD
7920,Class 5 NOT BT,64461.99,'ADAPT-A-LIFT GROUP (QLD) - ACACIA RIDGE, Q7',17576.25,H2.5UT,23435.0,3450.1462043850006,H2.5UT,2023-08-01,MH25UT_A3C1,Maximal,Hyster Aust,BM,AUD
7921,Class 5 NOT BT,64461.99,'ADAPT-A-LIFT GROUP (SA) - DRY CREEK, S8',19333.875,H2.5UT,23435.0,5207.771204385001,H2.5UT,2023-08-01,MH25UT_A3C1,Maximal,Hyster Aust,BM,AUD
7922,Class 5 NOT BT,64461.99,'ADAPT-A-LIFT GROUP (WA) - WELSHPOOL, W9',17576.25,H2.5UT,23435.0,3450.1462043850006,H2.5UT,2023-08-01,MH25UT_A3C1,Maximal,Hyster Aust,BM,AUD
7923,Class 5 NOT BT,0.0,'DE LAGE LANDEN (SQMH) - SYDNEY, N2',0.0,Yanmar 2.6L Diesel Engine,0.0,0.0,GP25UX,2023-08-01,ENDY26,Maximal,Yale Aust,Std,AUD
7924,Class 5 NOT BT,0.0,'DE LAGE LANDEN (SQMH) - SYDNEY, N2',0.0,Powershift 1 Speed Transmission,0.0,0.0,GP25UX,2023-08-01,UTPS1T,Maximal,Yale Aust,Std,AUD
7925,Class 5 NOT BT,0.0,'DE LAGE LANDEN (SQMH) - SYDNEY, N2',0.0,Drum Brakes,0.0,0.0,GP25UX,2023-08-01,DRAXDB,Maximal,Yale Aust,Std,AUD
7926,Class 5 NOT BT,0.0,'DE LAGE LANDEN (SQMH) - SYDNEY, N2',0.0,Key Switch Start,0.0,0.0,GP25UX,2023-08-01,SSKEIA,Maximal,Yale Aust,Std,AUD
7927,Class 5 NOT BT,1341.12666900912,'DE LAGE LANDEN (SQMH) - SYDNEY, N2',420.75,Operator Presence System,510.0,126.857513443345,GP25UX,2023-08-01,OPPRSY,Maximal,Yale Aust,Std,AUD
7928,Class 5 NOT BT,0.0,'DE LAGE LANDEN (SQMH) - SYDNEY, N2',0.0,Counterweight Net,0.0,0.0,GP25UX,2023-08-01,CTWTNT,Maximal,Yale Aust,Std,AUD
7929,Class 5 NOT BT,104.511239904331,'DE LAGE LANDEN (SQMH) - SYDNEY, N2',28.875,High Air Intake with Precleaner,35.0,5.972563654224761,GP25UX,2023-08-01,AIHWPC,Maximal,Yale Aust,Opt,AUD
7930,Class 5 NOT BT,0.0,'DE LAGE LANDEN (SQMH) - SYDNEY, N2',0.0,Horizontal Exhaust,0.0,0.0,GP25UX,2023-08-01,EXCTWT,Maximal,Yale Aust,Std,AUD
7931,Class 5 NOT BT,2708.4672709954,'DE LAGE LANDEN (SQMH) - SYDNEY, N2',1274.625,'4800mm 3 Stage Full Free Lift Mast (2160mm Lowered Height)',1545.0,681.0955449349744,GP25UX,2023-08-01,E2148E,Maximal,Yale Aust,Opt,AUD
7932,Class 5 NOT BT,3733.32135859214,'DE LAGE LANDEN (SQMH) - SYDNEY, N2',1773.75,'6000mm 3 Stage Full Free Lift Mast (2610mm Lowered Height)',2150.0,955.6355574601564,GP25UX,2023-08-01,E2660B,Maximal,Yale Aust,Opt,AUD
7933,Class 5 NOT BT,2447.745889848,'DE LAGE LANDEN (SQMH) - SYDNEY, N2',763.125,'1040mm Hook Type Integral Sideshift Carriage',925.0,226.72963731754407,GP25UX,2023-08-01,IS1040,Maximal,Yale Aust,Opt,AUD
7934,Class 5 NOT BT,0.0,'DE LAGE LANDEN (SQMH) - SYDNEY, N2',0.0,'40 x 122 x 1070mm Hook Type Standard Tapered Forks',0.0,0.0,GP25UX,2023-08-01,SNF10A,Maximal,Yale Aust,Std,AUD
7935,Class 5 NOT BT,117.316762145379,'DE LAGE LANDEN (SQMH) - SYDNEY, N2',37.125,'940mm Load Backrest',45.0,11.416380718604863,GP25UX,2023-08-01,'940LBR',Maximal,Yale Aust,Opt,AUD
7936,Class 5 NOT BT,0.0,'DE LAGE LANDEN (SQMH) - SYDNEY, N2',0.0,'6° Forward / 6° Back Mast Tilt',0.0,0.0,GP25UX,2023-08-01,TI6F6B,Maximal,Yale Aust,Opt,AUD
7937,Class 5 NOT BT,0.0,'DE LAGE LANDEN (SQMH) - SYDNEY, N2',0.0,Forward tilt nameplate,0.0,0.0,GP25UX,2023-08-01,APNPFT,Maximal,Yale Aust,Opt,AUD
7938,Class 5 NOT BT,0.0,'DE LAGE LANDEN (SQMH) - SYDNEY, N2',0.0,Manual lever hydraulic controls,0.0,0.0,GP25UX,2023-08-01,MECYCC,Maximal,Yale Aust,Std,AUD
7939,Class 5 NOT BT,355.282425158894,'DE LAGE LANDEN (SQMH) - SYDNEY, N2',115.5,'4 Function (2 Auxiliary) Hydraulic Valve',140.0,37.64394227431771,GP25UX,2023-08-01,HCV4CB,Maximal,Yale Aust,Opt,AUD
7940,Class 5 NOT BT,1305.99651092752,'DE LAGE LANDEN (SQMH) - SYDNEY, N2',412.5,'4 Function Hose Group (2 Auxiliary)',500.0,126.30588359010972,GP25UX,2023-08-01,'2A3SFF',Maximal,Yale Aust,Opt,AUD
7941,Class 5 NOT BT,1291.24707082824,'DE LAGE LANDEN (SQMH) - SYDNEY, N2',404.25,'7.00 X 12 Super Elastic Drive Tyres (Std Tread)',490.0,121.28805376930575,GP25UX,2023-08-01,DTPS12,Maximal,Yale Aust,Opt,AUD
7942,Class 5 NOT BT,0.0,'DE LAGE LANDEN (SQMH) - SYDNEY, N2',0.0,'6.00 X 9 Super Elastic Steer Tyres',0.0,0.0,GP25UX,2023-08-01,STPS69,Maximal,Yale Aust,Opt,AUD
7943,Class 5 NOT BT,0.0,'DE LAGE LANDEN (SQMH) - SYDNEY, N2',0.0,'2180mm High Overhead Guard',0.0,0.0,GP25UX,2023-08-01,'2180LO',Maximal,Yale Aust,Opt,AUD
7944,Class 5 NOT BT,36.6500350344828,'DE LAGE LANDEN (SQMH) - SYDNEY, N2',8.25,Rain Cover For Overhead Guard,10.0,0.21856629759599144,GP25UX,2023-08-01,RACOHG,Maximal,Yale Aust,Opt,AUD
7945,Class 5 NOT BT,0.0,'DE LAGE LANDEN (SQMH) - SYDNEY, N2',0.0,Dual Mirrors Side View,0.0,0.0,GP25UX,2023-08-01,MIRDRV,Maximal,Yale Aust,Std,AUD
7946,Class 5 NOT BT,49.9356727344828,'DE LAGE LANDEN (SQMH) - SYDNEY, N2',16.5,Rear Drive Handle with Horn Button,20.0,5.557171580474542,GP25UX,2023-08-01,HNDLRD,Maximal,Yale Aust,Opt,AUD
7947,Class 5 NOT BT,0.0,'DE LAGE LANDEN (SQMH) - SYDNEY, N2',0.0,Directional Lever,0.0,0.0,GP25UX,2023-08-01,DICOLV,Maximal,Yale Aust,Std,AUD
7948,Class 5 NOT BT,0.0,'DE LAGE LANDEN (SQMH) - SYDNEY, N2',0.0,Steering Wheel W Spinner Knob,0.0,0.0,GP25UX,2023-08-01,SWWISK,Maximal,Yale Aust,Std,AUD
7949,Class 5 NOT BT,1234.28571428571,'DE LAGE LANDEN (SQMH) - SYDNEY, N2',342.375,Full Suspension Vinyl with Seat Belt with Sequential Interlock,415.0,71.89548000000099,GP25UX,2023-08-01,SNFSAP,Maximal,Yale Aust,Opt,AUD
7950,Class 5 NOT BT,0.0,'DE LAGE LANDEN (SQMH) - SYDNEY, N2',0.0,Amber Strobe Light,0.0,0.0,GP25UX,2023-08-01,LASWKS,Maximal,Yale Aust,Std,AUD
7951,Class 5 NOT BT,0.0,'DE LAGE LANDEN (SQMH) - SYDNEY, N2',0.0,Audible Reverse Alarm,0.0,0.0,GP25UX,2023-08-01,ALAAUR,Maximal,Yale Aust,Std,AUD
7952,Class 5 NOT BT,0.0,'DE LAGE LANDEN (SQMH) - SYDNEY, N2',0.0,Fees & Surcharges,0.0,0.0,GP25UX,2023-08-01,A7S1,Maximal,Yale Aust,Std,AUD
7953,Class 5 NOT BT,0.0,'DE LAGE LANDEN (SQMH) - SYDNEY, N2',0.0,English Literature Pack,0.0,0.0,GP25UX,2023-08-01,LITPEN,Maximal,Yale Aust,Std,AUD
7954,Class 5 NOT BT,69761.99,'ADAPT-A-LIFT GROUP (VIC) - SPRINGVALE, V3',20800.0,H3.0UT,26000.0,5512.462154384999,H3.0UT,2023-08-01,MH30UT_A3C1,Maximal,Hyster Aust,BM,AUD
7955,Class 5 NOT BT,4671.0,'ADAPT-A-LIFT GROUP (VIC) - SPRINGVALE, V3',1018.875,GCT K25 2.5L LPG Engine,1235.0,-4.720933500000001,H3.0UT,2023-08-01,UELG25,Maximal,Hyster Aust,Opt,AUD
7956,Class 5 NOT BT,0.0,'ADAPT-A-LIFT GROUP (VIC) - SPRINGVALE, V3',0.0,Powershift 1 Speed Transmission,0.0,0.0,H3.0UT,2023-08-01,UTPS1T,Maximal,Hyster Aust,Std,AUD
7957,Class 5 NOT BT,0.0,'ADAPT-A-LIFT GROUP (VIC) - SPRINGVALE, V3',0.0,Drum Brakes,0.0,0.0,H3.0UT,2023-08-01,DRAXDB,Maximal,Hyster Aust,Std,AUD
7958,Class 5 NOT BT,0.0,'ADAPT-A-LIFT GROUP (VIC) - SPRINGVALE, V3',0.0,Key Switch Start,0.0,0.0,H3.0UT,2023-08-01,SSKEIA,Maximal,Hyster Aust,Std,AUD
7959,Class 5 NOT BT,1341.12666900912,'ADAPT-A-LIFT GROUP (VIC) - SPRINGVALE, V3',420.75,Operator Presence System,510.0,126.857513443345,H3.0UT,2023-08-01,OPPRSY,Maximal,Hyster Aust,Std,AUD
7960,Class 5 NOT BT,0.0,'ADAPT-A-LIFT GROUP (VIC) - SPRINGVALE, V3',0.0,Counterweight Net,0.0,0.0,H3.0UT,2023-08-01,CTWTNT,Maximal,Hyster Aust,Std,AUD
7961,Class 5 NOT BT,0.0,'ADAPT-A-LIFT GROUP (VIC) - SPRINGVALE, V3',0.0,High Air Intake,0.0,0.0,H3.0UT,2023-08-01,AIHWOP,Maximal,Hyster Aust,Std,AUD
7962,Class 5 NOT BT,446.104226439724,'ADAPT-A-LIFT GROUP (VIC) - SPRINGVALE, V3',144.375,Swing Out and Drop Down LPG Tank Bracket with Twin Metal Strap,175.0,46.61638897433855,H3.0UT,2023-08-01,SDLPGM,Maximal,Hyster Aust,Opt,AUD
7963,Class 5 NOT BT,0.0,'ADAPT-A-LIFT GROUP (VIC) - SPRINGVALE, V3',0.0,Horizontal Exhaust,0.0,0.0,H3.0UT,2023-08-01,EXCTWT,Maximal,Hyster Aust,Std,AUD
7964,Class 5 NOT BT,2928.86006547962,'ADAPT-A-LIFT GROUP (VIC) - SPRINGVALE, V3',1381.875,'4800mm 3 Stage Full Free Lift Mast (2225mm Lowered Height)',1675.0,740.0489985408943,H3.0UT,2023-08-01,E2248B,Maximal,Hyster Aust,Opt,AUD
7965,Class 5 NOT BT,2743.19721527568,'ADAPT-A-LIFT GROUP (VIC) - SPRINGVALE, V3',862.125,'1100mm Class III Hook Type Integral Side Shift Carriage',1045.0,260.9848770403105,H3.0UT,2023-08-01,SSH344,Maximal,Hyster Aust,Opt,AUD
7966,Class 5 NOT BT,46.7287946689655,'ADAPT-A-LIFT GROUP (VIC) - SPRINGVALE, V3',8.25,'45 x 122 x 1220mm Hook Type Standard Tapered Forks',10.0,-1.9900779705650962,H3.0UT,2023-08-01,SNF41A,Maximal,Hyster Aust,Opt,AUD
7967,Class 5 NOT BT,167.838835440414,'ADAPT-A-LIFT GROUP (VIC) - SPRINGVALE, V3',49.5,'1080mm Load Backrest',60.0,12.720049359840843,H3.0UT,2023-08-01,'1080LB',Maximal,Hyster Aust,Opt,AUD
7968,Class 5 NOT BT,0.0,'ADAPT-A-LIFT GROUP (VIC) - SPRINGVALE, V3',0.0,'6° Forward / 6° Back Mast Tilt',0.0,0.0,H3.0UT,2023-08-01,TI6F6B,Maximal,Hyster Aust,Opt,AUD
7969,Class 5 NOT BT,0.0,'ADAPT-A-LIFT GROUP (VIC) - SPRINGVALE, V3',0.0,Forward tilt nameplate,0.0,0.0,H3.0UT,2023-08-01,APNPFT,Maximal,Hyster Aust,Opt,AUD
7970,Class 5 NOT BT,0.0,'ADAPT-A-LIFT GROUP (VIC) - SPRINGVALE, V3',0.0,Manual lever hydraulic controls,0.0,0.0,H3.0UT,2023-08-01,MECYCC,Maximal,Hyster Aust,Std,AUD
7971,Class 5 NOT BT,355.282425158894,'ADAPT-A-LIFT GROUP (VIC) - SPRINGVALE, V3',115.5,'4 Function (2 Auxiliary) Hydraulic Valve',140.0,37.64394227431771,H3.0UT,2023-08-01,HCV4CB,Maximal,Hyster Aust,Opt,AUD
