'order_no','aopmargin_percentage','booking_margin_percentage_after_sur_charge','ctry_code','date','dealer_name','dealer_net','dealer_net_after_sur_charge','margin_after_sur_charge','margin_percentage_after_sur_charge','model','netrevenue','quantity','serial_number','series','total_cost','currency','product_dimension','region'
F59746,0.0,0.0,MY,2023-01-04,Sime Darby Materia,0.0,0.0,0.0,0.0,R1.6HD,30708.800000000003,1,D435T09123W,,23707.989999999998,,,
F59747,0.0,0.0,MY,2023-01-04,Sime Darby Materia,0.0,0.0,0.0,0.0,R1.6HD,30708.800000000003,1,D435T09122W,,23707.989999999998,,,
F59748,0.0,0.0,MY,2023-01-04,Sime Darby Materia,0.0,0.0,0.0,0.0,R1.6HD,30708.800000000003,1,D435T09121W,,23708.0,,,
F59743,0.0,0.0,MY,2023-01-04,Sime Darby Materia,0.0,0.0,0.0,0.0,R1.6HD,30708.800000000003,1,D435T09127W,,23522.530000000002,,,
F59742,0.0,0.0,MY,2023-01-04,Sime Darby Materia,0.0,0.0,0.0,0.0,R1.6HD,30708.800000000003,1,D435T09126W,,23522.530000000002,,,
F59744,0.0,0.0,MY,2023-01-04,Sime Darby Materia,0.0,0.0,0.0,0.0,R1.6HD,30708.800000000003,1,D435T09125W,,23522.530000000002,,,
F59745,0.0,0.0,MY,2023-01-04,Sime Darby Materia,0.0,0.0,0.0,0.0,R1.6HD,30708.800000000003,1,D435T09124W,,23522.530000000002,,,
F54554,0.0,0.0,PH,2023-01-04,HYSTER FORKLIFT PH,0.0,0.0,0.0,0.0,P2.0UTS,4015.5,1,A3B1H02262W,,2581.9,,,
E41015,0.0,0.0,AU,2023-01-04,ADAPT-A-LIFT GROUP,0.0,0.0,0.0,0.0,GP25UX,14356.24,1,A7S1A06464W,,12689.17,,,
F72026,0.0,0.0,TH,2023-01-05,JENBUNJERD CO LTD.,0.0,0.0,0.0,0.0,MPC15,958.0699999999999,1,A3D4M07531W,,686.15,,,
F72028,0.0,0.0,TH,2023-01-05,JENBUNJERD CO LTD.,0.0,0.0,0.0,0.0,MPC15,958.0699999999999,1,A3D4M07534W,,685.17,,,
F72029,0.0,0.0,TH,2023-01-05,JENBUNJERD CO LTD.,0.0,0.0,0.0,0.0,MPC15,958.0699999999999,1,A3D4M07535W,,685.17,,,
F72030,0.0,0.0,TH,2023-01-05,JENBUNJERD CO LTD.,0.0,0.0,0.0,0.0,MPC15,958.0699999999999,1,A3D4M07536W,,685.17,,,
F72031,0.0,0.0,TH,2023-01-05,JENBUNJERD CO LTD.,0.0,0.0,0.0,0.0,MPC15,958.0699999999999,1,A3D4M07537W,,685.17,,,
F72032,0.0,0.0,TH,2023-01-05,JENBUNJERD CO LTD.,0.0,0.0,0.0,0.0,MPC15,958.0699999999999,1,A3D4M07538W,,686.15,,,
F72033,0.0,0.0,TH,2023-01-05,JENBUNJERD CO LTD.,0.0,0.0,0.0,0.0,MPC15,958.0699999999999,1,A3D4M07539W,,686.15,,,
F72034,0.0,0.0,TH,2023-01-05,JENBUNJERD CO LTD.,0.0,0.0,0.0,0.0,MPC15,958.0699999999999,1,A3D4M07540W,,686.15,,,
F72035,0.0,0.0,TH,2023-01-05,JENBUNJERD CO LTD.,0.0,0.0,0.0,0.0,MPC15,958.0699999999999,1,A3D4M07541W,,686.15,,,
F72036,0.0,0.0,TH,2023-01-05,JENBUNJERD CO LTD.,0.0,0.0,0.0,0.0,MPC15,958.0699999999999,1,A3D4M07542W,,686.15,,,
F72037,0.0,0.0,TH,2023-01-05,JENBUNJERD CO LTD.,0.0,0.0,0.0,0.0,MPC15,958.0699999999999,1,A3D4M07532W,,686.15,,,
F25579,0.0,0.0,MY,2023-01-06,Sime Darby Materia,0.0,0.0,0.0,0.0,J1.8UTT,20286.699999999997,1,A3C5A01996W,,16025.92,,,
F25580,0.0,0.0,MY,2023-01-06,Sime Darby Materia,0.0,0.0,0.0,0.0,J1.8UTT,20286.699999999997,1,A3C5A01997W,,16025.92,,,
F48371,0.0,0.0,MY,2023-01-06,Sime Darby Materia,0.0,0.0,0.0,0.0,J1.8UT,17575.0,1,A3C4A04411W,,14251.880000000001,,,
F48377,0.0,0.0,MY,2023-01-06,Sime Darby Materia,0.0,0.0,0.0,0.0,J1.8UT,17575.0,1,A3C4A04427W,,14251.880000000001,,,
F48379,0.0,0.0,MY,2023-01-06,Sime Darby Materia,0.0,0.0,0.0,0.0,J1.8UT,17575.0,1,A3C4A04419W,,14251.880000000001,,,
F48380,0.0,0.0,MY,2023-01-06,Sime Darby Materia,0.0,0.0,0.0,0.0,J1.8UT,17575.0,1,A3C4A04420W,,14251.880000000001,,,
F48381,0.0,0.0,MY,2023-01-06,Sime Darby Materia,0.0,0.0,0.0,0.0,J1.8UT,17575.0,1,A3C4A04422W,,14251.880000000001,,,
F48382,0.0,0.0,MY,2023-01-06,Sime Darby Materia,0.0,0.0,0.0,0.0,J1.8UT,17575.0,1,A3C4A04423W,,14251.880000000001,,,
F48383,0.0,0.0,MY,2023-01-06,Sime Darby Materia,0.0,0.0,0.0,0.0,J1.8UT,17575.0,1,A3C4A04424W,,14251.880000000001,,,
F09345,0.0,0.0,MY,2023-01-06,Sime Darby Materia,0.0,0.0,0.0,0.0,J1.8UTT,19711.989999999998,1,A3C5A01973W,,15846.93,,,
F09346,0.0,0.0,MY,2023-01-06,Sime Darby Materia,0.0,0.0,0.0,0.0,J1.8UTT,19711.989999999998,1,A3C5A01974W,,15846.93,,,
F48374,0.0,0.0,MY,2023-01-06,Sime Darby Materia,0.0,0.0,0.0,0.0,J1.8UT,17572.199999999997,1,A3C4A04412W,,14249.08,,,
F48375,0.0,0.0,MY,2023-01-06,Sime Darby Materia,0.0,0.0,0.0,0.0,J1.8UT,17572.199999999997,1,A3C4A04413W,,14249.08,,,
F48376,0.0,0.0,MY,2023-01-06,Sime Darby Materia,0.0,0.0,0.0,0.0,J1.8UT,17572.199999999997,1,A3C4A04417W,,14249.08,,,
F48378,0.0,0.0,MY,2023-01-06,Sime Darby Materia,0.0,0.0,0.0,0.0,J1.8UT,17572.199999999997,1,A3C4A04421W,,14249.08,,,
F15040,0.0,0.0,PF,2023-01-09,SOPADEP SA,0.0,0.0,0.0,0.0,H2.5UT,16255.5,1,A3C1A13187W,,11493.82,,,
F15041,0.0,0.0,PF,2023-01-09,SOPADEP SA,0.0,0.0,0.0,0.0,H3.0UT,16981.43,1,A3C1A12797W,,12017.67,,,
F15043,0.0,0.0,PF,2023-01-09,SOPADEP SA,0.0,0.0,0.0,0.0,H2.5UT,16255.5,1,A3C1A13188W,,11493.82,,,
F15044,0.0,0.0,PF,2023-01-09,SOPADEP SA,0.0,0.0,0.0,0.0,H3.0UT,16981.43,1,A3C1A12798W,,12017.67,,,
F00459,0.0,0.0,PF,2023-01-09,SOPADEP SA,0.0,0.0,-11292.91,-Infinity,H2.0UT,15732.0,1,A3C1A13183W,,11292.91,,,
F00460,0.0,0.0,PF,2023-01-09,SOPADEP SA,0.0,0.0,-11493.82,-Infinity,H2.5UT,15940.6,1,A3C1A13184W,,11493.82,,,
F00461,0.0,0.0,PF,2023-01-09,SOPADEP SA,0.0,0.0,-12017.67,-Infinity,H3.0UT,16651.88,1,A3C1A12796W,,12017.67,,,
F00463,0.0,0.0,PF,2023-01-09,SOPADEP SA,0.0,0.0,-11493.82,-Infinity,H2.5UT,15940.6,1,A3C1A13185W,,11493.82,,,
F54553,0.0,0.0,PH,2023-01-04,HYSTER FORKLIFT PH,0.0,0.0,-2582.56,-Infinity,P2.0UTS,4015.5,1,A3B1H02261W,,2582.56,,,
F00462,0.0,0.0,PF,2023-01-09,SOPADEP SA,0.0,0.0,-12066.26,-Infinity,H3.5UT,16727.0,1,A3C1A12799W,,12066.26,,,
F72027,0.0,0.0,TH,2023-01-05,JENBUNJERD CO LTD.,0.0,0.0,-685.53,-Infinity,MPC15,958.0699999999999,1,A3D4M07533W,,685.53,,,
F68717,0.0,0.0,VN,2023-01-05,MICO Machinery and,0.0,0.0,-16246.36,-Infinity,J2.5GX,20615.33,1,C225R10397W,,16246.36,,,
F71692,0.0,0.0,VN,2023-01-06,KY LUC CO. LTD,0.0,0.0,-15178.8,-Infinity,FBR18SZ,20058.83,1,C900R35782W,,15178.8,,,
F71691,0.0,0.0,VN,2023-01-06,KY LUC CO. LTD,0.0,0.0,-15758.81,-Infinity,GP30MX,20832.870000000003,1,D871R17182W,,15758.81,,,
F04448,0.0,0.0,TW,2023-01-10,TA YIH MATERIALS H,0.0,0.0,0.0,0.0,ERP45VM,51184.950000000004,1,A985B02977W,,38646.22,,,
E40980,0.0,0.0,AU,2023-01-10,ADAPT-A-LIFT GROUP,0.0,0.0,0.0,0.0,GP25UX,12540.56,1,A7S1A05682W,,12255.84,,,
F14091,0.0,0.0,ID,2023-01-11,DILOK & SONS CO. L,0.0,0.0,0.0,0.0,N35ZDR3,41155.9,1,E264N03355W,,33229.91,,,
F14092,0.0,0.0,ID,2023-01-11,DILOK & SONS CO. L,0.0,0.0,0.0,0.0,N35ZDR3,41155.9,1,E264N03350W,,33229.91,,,
E16704,0.0,0.0,AU,2023-01-11,Coles Supermarkets,0.0,0.0,0.0,0.0,P2.0UTE,2786.64,1,A3B5H02000V,,2291.7999999999997,,,
F09344,0.0,0.0,TW,2023-01-12,TA YIH MATERIALS H,0.0,0.0,0.0,0.0,H9XM-EC7,197000.0,1,A3C0A01509W,,172545.87,,,
F45274,0.0,0.0,AU,2023-01-12,ADAPT-A-LIFT GROUP,0.0,0.0,0.0,0.0,GP35UX,17921.8,1,A7S1A06935W,,13726.86,,,
F62175,0.0,0.0,TH,2023-01-16,JENBUNJERD CO LTD.,0.0,0.0,0.0,0.0,MR16,35781.54,1,D849T07821W,,25569.33,,,
F14033,0.0,0.0,VN,2023-01-16,MICO Machinery and,0.0,0.0,0.0,0.0,N35ZDR3,43822.3,1,E264N03356W,,37602.88,,,
F14039,0.0,0.0,VN,2023-01-16,MICO Machinery and,0.0,0.0,0.0,0.0,N35ZDR3,43822.3,1,E264N03369W,,37602.88,,,
F71693,0.0,0.0,VN,2023-01-16,KY LUC CO. LTD,0.0,0.0,-3038.099999999999,-Infinity,MP20XUX,5118.800000000002,1,A7R1H02465X,,3038.099999999999,,,
F71696,0.0,0.0,VN,2023-01-16,KY LUC CO. LTD,0.0,0.0,-3037.120000000001,-Infinity,MP20XUX,5118.800000000002,1,A7R1H02468X,,3037.120000000001,,,
F71694,0.0,0.0,VN,2023-01-16,KY LUC CO. LTD,0.0,0.0,-3037.120000000001,-Infinity,MP20XUX,5118.800000000002,1,A7R1H02466X,,3037.120000000001,,,
F71698,0.0,0.0,VN,2023-01-16,KY LUC CO. LTD,0.0,0.0,-3037.120000000001,-Infinity,MP20XUX,5118.800000000002,1,A7R1H02470X,,3037.120000000001,,,
F71695,0.0,0.0,VN,2023-01-16,KY LUC CO. LTD,0.0,0.0,-3037.120000000001,-Infinity,MP20XUX,5118.800000000002,1,A7R1H02467X,,3037.120000000001,,,
E40434,0.0,0.0,NZ,2023-01-09,ADAPT-A-LIFT GROUP,0.0,0.0,-4123.21,-Infinity,SL1.5UT,6980.24,1,A3B6H01547W,,4123.21,,,
F69900,0.0,0.0,VN,2023-01-16,KY LUC CO. LTD,0.0,0.0,-3992.5099999999998,-Infinity,MS15UX,6486.5,1,A7S3H01859X,,3992.5099999999998,,,
F39072,0.0,0.0,TH,2023-01-11,DILOK & SONS CO. L,0.0,0.0,-14802.61,-Infinity,H2.0XTS,19716.7,1,D475R08276W,,14802.61,,,
F71699,0.0,0.0,VN,2023-01-16,KY LUC CO. LTD,0.0,0.0,-3037.120000000001,-Infinity,MP20XUX,5118.800000000002,1,A7R1H02471X,,3037.120000000001,,,
F00248,0.0,0.0,IN,2023-01-09,Electromech Materi,0.0,0.0,-20446.17,-Infinity,ERP35UX,24823.39,1,A7S4A02265W,,20446.17,,,
F00247,0.0,0.0,IN,2023-01-09,Electromech Materi,0.0,0.0,-20446.17,-Infinity,ERP35UX,24823.39,1,A7S4A02270W,,20446.17,,,
F00245,0.0,0.0,IN,2023-01-09,Electromech Materi,0.0,0.0,-20446.17,-Infinity,ERP35UX,24823.39,1,A7S4A02260W,,20446.17,,,
F00246,0.0,0.0,IN,2023-01-09,Electromech Materi,0.0,0.0,-20446.17,-Infinity,ERP35UX,24823.39,1,A7S4A02264W,,20446.17,,,
E40433,0.0,0.0,NZ,2023-01-09,ADAPT-A-LIFT GROUP,0.0,0.0,-2463.01,-Infinity,P2.0UT,5068.19,1,A3B0H01566W,,2463.01,,,
F75678,0.0,0.0,TH,2023-01-11,DILOK & SONS CO. L,0.0,0.0,-12587.25,-Infinity,R1.80EX  2,16503.65,1,C915R30615W,,12587.25,,,
F39073,0.0,0.0,TH,2023-01-11,DILOK & SONS CO. L,0.0,0.0,-14802.61,-Infinity,H2.0XTS,19716.7,1,D475R08280W,,14802.61,,,
F28671,0.0,0.0,TH,2023-01-11,DILOK & SONS CO. L,0.0,0.0,-15812.54,-Infinity,H2.5XT,18734.760000000002,1,D466R15671W,,15812.54,,,
F28672,0.0,0.0,TH,2023-01-11,DILOK & SONS CO. L,0.0,0.0,-15830.45,-Infinity,H2.5XT,19580.48,1,D466R15673W,,15830.45,,,
F68716,0.0,0.0,ID,2023-01-11,DILOK & SONS CO. L,0.0,0.0,-16066.26,-Infinity,H3.5XT,20828.559999999998,1,D466R15727W,,16066.26,,,
F47197,0.0,0.0,TH,2023-01-11,DILOK & SONS CO. L,0.0,0.0,-16216.51,-Infinity,H3.0XT,21453.760000000002,1,D466R15643W,,16216.51,,,
F39074,0.0,0.0,TH,2023-01-11,DILOK & SONS CO. L,0.0,0.0,-14802.61,-Infinity,H2.0XTS,19716.7,1,D475R08282W,,14802.61,,,
F47195,0.0,0.0,TH,2023-01-11,DILOK & SONS CO. L,0.0,0.0,-16216.51,-Infinity,H3.0XT,21453.760000000002,1,D466R15641W,,16216.51,,,
F77574,0.0,0.0,TH,2023-01-13,JENBUNJERD CO LTD.,0.0,0.0,-12445.87,-Infinity,FBR15SZ,16633.809999999998,1,C900R35973W,,12445.87,,,
F47193,0.0,0.0,TH,2023-01-11,DILOK & SONS CO. L,0.0,0.0,-16216.51,-Infinity,H3.0XT,21453.760000000002,1,D466R15581W,,16216.51,,,
F70700,0.0,0.0,ID,2023-01-11,DILOK & SONS CO. L,0.0,0.0,-16052.33,-Infinity,H3.5XT,21077.940000000002,1,D466R15733W,,16052.33,,,
F47201,0.0,0.0,TH,2023-01-11,DILOK & SONS CO. L,0.0,0.0,-16216.51,-Infinity,H3.0XT,21453.760000000002,1,D466R15653W,,16216.51,,,
F47204,0.0,0.0,TH,2023-01-11,DILOK & SONS CO. L,0.0,0.0,-15643.39,-Infinity,H3.0XT,20498.75,1,D466R15663W,,15643.39,,,
F47198,0.0,0.0,TH,2023-01-11,DILOK & SONS CO. L,0.0,0.0,-16216.51,-Infinity,H3.0XT,21453.760000000002,1,D466R15685W,,16216.51,,,
F47196,0.0,0.0,TH,2023-01-11,DILOK & SONS CO. L,0.0,0.0,-16216.51,-Infinity,H3.0XT,21453.760000000002,1,D466R15639W,,16216.51,,,
F49428,0.0,0.0,TH,2023-01-11,DILOK & SONS CO. L,0.0,0.0,-15417.52,-Infinity,H2.5XT,18717.239999999998,1,D466R15665W,,15417.52,,,
F67076,0.0,0.0,ID,2023-01-11,DILOK & SONS CO. L,0.0,0.0,-13714.35,-Infinity,R1.80EX  2,18074.68,1,C915R30607W,,13714.35,,,
F49429,0.0,0.0,TH,2023-01-11,DILOK & SONS CO. L,0.0,0.0,-15417.52,-Infinity,H2.5XT,18717.239999999998,1,D466R15667W,,15417.52,,,
F47203,0.0,0.0,TH,2023-01-11,DILOK & SONS CO. L,0.0,0.0,-15643.39,-Infinity,H3.0XT,20498.75,1,D466R15651W,,15643.39,,,
F39071,0.0,0.0,TH,2023-01-11,DILOK & SONS CO. L,0.0,0.0,-14802.61,-Infinity,H2.0XTS,19716.7,1,D475R08278W,,14802.61,,,
F70805,0.0,0.0,TW,2023-01-11,TA YIH MATERIALS H,0.0,0.0,-16530.93,-Infinity,GP35MX,20166.620000000003,1,D871R17184W,,16530.93,,,
F28670,0.0,0.0,TH,2023-01-11,DILOK & SONS CO. L,0.0,0.0,-15812.54,-Infinity,H2.5XT,18734.760000000002,1,D466R15661W,,15812.54,,,
F47192,0.0,0.0,TH,2023-01-11,DILOK & SONS CO. L,0.0,0.0,-16216.51,-Infinity,H3.0XT,21453.760000000002,1,D466R15579W,,16216.51,,,
F47194,0.0,0.0,TH,2023-01-11,DILOK & SONS CO. L,0.0,0.0,-16216.51,-Infinity,H3.0XT,21453.760000000002,1,D466R15583W,,16216.51,,,
F69901,0.0,0.0,VN,2023-01-16,KY LUC CO. LTD,0.0,0.0,-3991.650000000001,-Infinity,MS15UX,6486.5,1,A7S3H01860X,,3991.650000000001,,,
F71700,0.0,0.0,VN,2023-01-16,KY LUC CO. LTD,0.0,0.0,-3037.120000000001,-Infinity,MP20XUX,5118.800000000002,1,A7R1H02472X,,3037.120000000001,,,
F77261,0.0,0.0,IN,2023-01-17,Electromech Lift T,0.0,0.0,0.0,0.0,MP20XUX,2910.55,1,A7R1H02478X,,2654.92,,,
F77262,0.0,0.0,IN,2023-01-17,Electromech Lift T,0.0,0.0,0.0,0.0,MP20XUX,2910.55,1,A7R1H02479X,,2654.92,,,
F77263,0.0,0.0,IN,2023-01-17,Electromech Lift T,0.0,0.0,0.0,0.0,MP20XUX,2910.55,1,A7R1H02480X,,2654.92,,,
F77264,0.0,0.0,IN,2023-01-17,Electromech Lift T,0.0,0.0,0.0,0.0,MP20XUX,2910.55,1,A7R1H02481X,,2654.92,,,
F77265,0.0,0.0,IN,2023-01-17,Electromech Lift T,0.0,0.0,0.0,0.0,MP20XUX,2910.55,1,A7R1H02482X,,2654.92,,,
F77266,0.0,0.0,IN,2023-01-17,Electromech Lift T,0.0,0.0,0.0,0.0,MP20XUX,2910.55,1,A7R1H02483X,,2654.92,,,
F77267,0.0,0.0,IN,2023-01-17,Electromech Lift T,0.0,0.0,0.0,0.0,MP20XUX,2910.55,1,A7R1H02484X,,2654.92,,,
F77268,0.0,0.0,IN,2023-01-17,Electromech Lift T,0.0,0.0,0.0,0.0,MP20XUX,2910.55,1,A7R1H02485X,,2654.92,,,
F77269,0.0,0.0,IN,2023-01-17,Electromech Lift T,0.0,0.0,0.0,0.0,MP20XUX,2910.55,1,A7R1H02486X,,2654.92,,,
F77270,0.0,0.0,IN,2023-01-17,Electromech Lift T,0.0,0.0,0.0,0.0,MP20XUX,2910.55,1,A7R1H02487X,,2654.92,,,
F77271,0.0,0.0,IN,2023-01-17,Electromech Lift T,0.0,0.0,0.0,0.0,MP20XUX,2910.55,1,A7R1H02488X,,2654.92,,,
F77272,0.0,0.0,IN,2023-01-17,Electromech Lift T,0.0,0.0,0.0,0.0,MP20XUX,2910.55,1,A7R1H02489X,,2654.92,,,
F77273,0.0,0.0,IN,2023-01-17,Electromech Lift T,0.0,0.0,0.0,0.0,MP20XUX,2910.55,1,A7R1H02490X,,2654.92,,,
F77274,0.0,0.0,IN,2023-01-17,Electromech Lift T,0.0,0.0,0.0,0.0,MP20XUX,2910.55,1,A7R1H02491X,,2654.92,,,
F77275,0.0,0.0,IN,2023-01-17,Electromech Lift T,0.0,0.0,0.0,0.0,MP20XUX,2910.55,1,A7R1H02492X,,2654.92,,,
F77276,0.0,0.0,IN,2023-01-17,Electromech Lift T,0.0,0.0,0.0,0.0,MP20XUX,2910.55,1,A7R1H02493X,,2654.92,,,
F77277,0.0,0.0,IN,2023-01-17,Electromech Lift T,0.0,0.0,0.0,0.0,MP20XUX,2910.55,1,A7R1H02494X,,2653.95,,,
F77278,0.0,0.0,IN,2023-01-17,Electromech Lift T,0.0,0.0,0.0,0.0,MP20XUX,2910.55,1,A7R1H02495X,,2653.95,,,
F77279,0.0,0.0,IN,2023-01-17,Electromech Lift T,0.0,0.0,0.0,0.0,MP20XUX,2910.55,1,A7R1H02496X,,2653.95,,,
F77280,0.0,0.0,IN,2023-01-17,Electromech Lift T,0.0,0.0,0.0,0.0,MP20XUX,2910.55,1,A7R1H02497X,,2653.95,,,
F77281,0.0,0.0,IN,2023-01-17,Electromech Lift T,0.0,0.0,0.0,0.0,MP20XUX,2910.55,1,A7R1H02498X,,2653.95,,,
F77282,0.0,0.0,IN,2023-01-17,Electromech Lift T,0.0,0.0,0.0,0.0,MP20XUX,2910.55,1,A7R1H02499X,,2653.95,,,
F77283,0.0,0.0,IN,2023-01-17,Electromech Lift T,0.0,0.0,0.0,0.0,MP20XUX,2910.55,1,A7R1H02500X,,2653.95,,,
F77284,0.0,0.0,IN,2023-01-17,Electromech Lift T,0.0,0.0,0.0,0.0,MP20XUX,2910.55,1,A7R1H04501X,,2653.95,,,
F77285,0.0,0.0,IN,2023-01-17,Electromech Lift T,0.0,0.0,0.0,0.0,MP20XUX,2910.55,1,A7R1H04502X,,2653.95,,,
F71697,0.0,0.0,VN,2023-01-16,KY LUC CO. LTD,0.0,0.0,-3037.120000000001,-Infinity,MP20XUX,5118.800000000002,1,A7R1H02469X,,3037.120000000001,,,
E78760,0.0,0.0,KR,2023-01-18,Hyster Korea Inc.,0.0,0.0,-14721.52,-Infinity,R1.80EX  2,17847.83,1,C915R30443W,,14721.52,,,
E73373,0.0,0.0,NC,2023-01-18,CIPAC INDUSTRIE,0.0,0.0,-10947.39,-Infinity,H2.5UT,14244.0,1,A3C1A10281W,,10947.39,,,
E76725,0.0,0.0,AU,2023-01-17,ADAPT-A-LIFT GROUP,0.0,0.0,0.0,0.0,GP70UX6,39932.91,1,A7T0A01509W,,27053.64,,,
F14038,0.0,0.0,VN,2023-01-18,MICO Machinery and,0.0,0.0,0.0,0.0,N35ZDR3,43822.3,1,E264N03367W,,38152.88,,,
F10853,0.0,0.0,TH,2023-01-18,DILOK & SONS CO. L,0.0,0.0,0.0,0.0,H2.5UT,13616.219999999998,1,A3C1A13212W,,11920.929999999998,,,
F77260,0.0,0.0,IN,2023-01-17,Electromech Lift T,0.0,0.0,-2654.33,-Infinity,MP20XUX,2910.55,1,A7R1H02477X,,2654.33,,,
E73374,0.0,0.0,NC,2023-01-18,CIPAC INDUSTRIE,0.0,0.0,-10947.39,-Infinity,H2.5UT,14244.0,1,A3C1A10389W,,10947.39,,,
E73375,0.0,0.0,NC,2023-01-18,CIPAC INDUSTRIE,0.0,0.0,-10947.39,-Infinity,H2.5UT,14244.0,1,A3C1A10390W,,10947.39,,,
E73376,0.0,0.0,NC,2023-01-18,CIPAC INDUSTRIE,0.0,0.0,-10947.39,-Infinity,H2.5UT,14244.0,1,A3C1A10391W,,10947.39,,,
E40961,0.0,0.0,NZ,2023-01-17,Sime Darby Transpo,0.0,0.0,-113322.57999999999,-Infinity,H16XD6,132790.08000000002,1,N019E02329W,,113322.57999999999,,,
E40960,0.0,0.0,NZ,2023-01-17,Sime Darby Transpo,0.0,0.0,-113322.57999999999,-Infinity,H16XD6,132790.08000000002,1,N019E02328W,,113322.57999999999,,,
E40956,0.0,0.0,NZ,2023-01-17,Sime Darby Transpo,0.0,0.0,-113369.69,-Infinity,H16XD6,132790.08000000002,1,N019E02327X,,113369.69,,,
E09368,0.0,0.0,NZ,2023-01-16,Sime Darby Transpo,0.0,0.0,-357811.82,-Infinity,H50XD-CH,398410.38,1,K117E01535W,,357811.82,,,
E76735,0.0,0.0,AU,2023-01-17,ADAPT-A-LIFT GROUP,0.0,0.0,-19833.800000000003,-Infinity,GP25MX,19620.64,1,D871R15210W,,19833.800000000003,,,
F52644,0.0,0.0,KR,2023-01-18,Hyster Korea Inc.,0.0,0.0,-14578.2,-Infinity,FBR18SZ,19185.760000000002,1,C900R35756W,,14578.2,,,
E44152,0.0,0.0,AU,2023-03-28,ADAPT-A-LIFT GROUP,0.0,0.0,0.0,0.0,H16XD6,-606.71,0,N019E02281W,,0.0,,,
E44150,0.0,0.0,AU,2023-03-28,ADAPT-A-LIFT GROUP,0.0,0.0,0.0,0.0,H16XD6,-606.71,0,N019E02223W,,0.0,,,
E44149,0.0,0.0,AU,2023-03-28,ADAPT-A-LIFT GROUP,0.0,0.0,0.0,0.0,H16XD6,-606.71,0,N019E02222W,,0.0,,,
E91017,0.0,0.0,AU,2023-06-05,COLES SUPERMARKETS,0.0,0.0,-4540.27,-Infinity,P2.0UTE,4540.27,0,A3B5H02218W,,4540.27,,,
F71701,0.0,0.0,VN,2023-01-16,KY LUC CO. LTD,0.0,0.0,-3037.120000000001,-Infinity,MP20XUX,5118.800000000002,1,A7R1H02473X,,3037.120000000001,,,
F23001,0.0,0.0,TH,2023-01-18,DILOK & SONS CO. L,0.0,0.0,0.0,0.0,J2.0UTT,21195.42,1,A3C5A01999W,,16200.609999999999,,,
F23002,0.0,0.0,TH,2023-01-18,DILOK & SONS CO. L,0.0,0.0,0.0,0.0,J2.0UTT,21195.42,1,A3C5A02000W,,16200.609999999999,,,
F03422,0.0,0.0,AU,2023-05-06,Visy Material Hand,0.0,0.0,0.0,0.0,H2.5XT,-72.65,0,D466R14937W,,0.0,,,
F40949,0.0,0.0,TW,2023-01-19,TA YIH MATERIALS H,0.0,0.0,0.0,0.0,ERC070VG,27718.48,1,A968N28645W,,23558.27,,,
F57119,0.0,0.0,ID,2023-01-19,DILOK & SONS CO. L,0.0,0.0,0.0,0.0,J2.5UT,20259.15,1,A3C4A04347W,,16062.240000000002,,,
F57394,0.0,0.0,ID,2023-01-19,DILOK & SONS CO. L,0.0,0.0,0.0,0.0,J2.5UT,14948.75,1,A3C4A04346W,,12442.59,,,
F57395,0.0,0.0,ID,2023-01-19,DILOK & SONS CO. L,0.0,0.0,0.0,0.0,J2.5UT,14948.75,1,A3C4A04360W,,12442.59,,,
F52650,0.0,0.0,KR,2023-01-19,Hyster Korea Inc.,0.0,0.0,0.0,0.0,ERP20UX,12158.2,1,A7S4A02459W,,9989.279999999999,,,
F52663,0.0,0.0,KR,2023-01-19,Hyster Korea Inc.,0.0,0.0,0.0,0.0,ERP20UX,12158.2,1,A7S4A02460W,,9989.279999999999,,,
F52664,0.0,0.0,KR,2023-01-19,Hyster Korea Inc.,0.0,0.0,0.0,0.0,ERP20UX,12158.2,1,A7S4A02461W,,9989.279999999999,,,
F45278,0.0,0.0,AU,2023-01-29,ADAPT-A-LIFT GROUP,0.0,0.0,0.0,0.0,GP25UX,14879.99,1,A7S1A06854W,,12091.97,,,
D78427,0.0,0.0,AU,2023-01-29,ADAPT-A-LIFT GROUP,0.0,0.0,0.0,0.0,GP25UX,13174.44,1,A7S1A05957W,,14693.039999999999,,,
D78440,0.0,0.0,AU,2023-01-29,ADAPT-A-LIFT GROUP,0.0,0.0,0.0,0.0,GP25UX,13307.39,1,A7S1A05958W,,14693.039999999999,,,
F09762,0.0,0.0,NZ,2023-01-30,S.G EQUIPMENT LTD,0.0,0.0,0.0,0.0,ERP18UXT,17078.25,1,A7S5A01850W,,13909.289999999999,,,
F09764,0.0,0.0,NZ,2023-01-30,S.G EQUIPMENT LTD,0.0,0.0,0.0,0.0,ERP18UXT,21150.01,1,A7S5A01848W,,16397.210000000003,,,
F09771,0.0,0.0,NZ,2023-01-30,S.G EQUIPMENT LTD,0.0,0.0,0.0,0.0,ERP18UXT,17078.25,1,A7S5A01851W,,13909.289999999999,,,
F09777,0.0,0.0,NZ,2023-01-30,S.G EQUIPMENT LTD,0.0,0.0,0.0,0.0,ERP18UXT,21150.01,1,A7S5A01849W,,16397.210000000003,,,
E93423,0.0,0.0,SG,2023-01-30,HYSTER-YALE LIFT T,0.0,0.0,-20644.96,-Infinity,R30XM3,25368.8,1,H118N08886W,,20644.96,,,
