'order_no','aopmargin_percentage','booking_margin_percentage_after_sur_charge','ctry_code','date','dealer_name','dealer_net','dealer_net_after_sur_charge','margin_after_sur_charge','margin_percentage_after_sur_charge','model','netrevenue','quantity','serial_number','series','total_cost','currency','product_dimension','region'
F74715,0.0,0.0,ID,2023-02-26,DILOK & SONS CO. L,0.0,0.0,0.0,0.0,H3.0UT,12764.1,1,A3C1A14178X,,10220.599999999999,,,
F74716,0.0,0.0,ID,2023-02-26,DILOK & SONS CO. L,0.0,0.0,0.0,0.0,H3.0UT,12764.1,1,A3C1A14179X,,10220.599999999999,,,
F74717,0.0,0.0,ID,2023-02-26,DILOK & SONS CO. L,0.0,0.0,0.0,0.0,H3.0UT,12764.1,1,A3C1A14180X,,10220.599999999999,,,
F74718,0.0,0.0,ID,2023-02-26,DILOK & SONS CO. L,0.0,0.0,0.0,0.0,H3.0UT,12764.1,1,A3C1A14181X,,10220.599999999999,,,
F74719,0.0,0.0,ID,2023-02-26,DILOK & SONS CO. L,0.0,0.0,0.0,0.0,H3.0UT,12764.1,1,A3C1A14182X,,10220.599999999999,,,
F56657,0.0,0.0,IN,2023-02-26,Electromech Materi,0.0,0.0,0.0,0.0,ERP30UX,12454.95,1,A7S4A02555X,,11024.32,,,
F29119,0.0,0.0,AU,2023-02-24,ADAPT-A-LIFT GROUP,0.0,0.0,-18371.510000000002,-Infinity,H2.5XT,21097.16,1,D466R15489W,,18371.510000000002,,,
F29106,0.0,0.0,AU,2023-02-24,ADAPT-A-LIFT GROUP,0.0,0.0,-15054.75,-Infinity,H1.8XT,17188.76,1,D475R08268W,,15054.75,,,
F29156,0.0,0.0,AU,2023-02-24,ADAPT-A-LIFT GROUP,0.0,0.0,-18279.38,-Infinity,H2.5XT,20705.68,1,D466R15573W,,18279.38,,,
F29115,0.0,0.0,AU,2023-02-24,ADAPT-A-LIFT GROUP,0.0,0.0,-18371.510000000002,-Infinity,H2.5XT,21097.16,1,D466R15481W,,18371.510000000002,,,
F29113,0.0,0.0,AU,2023-02-24,ADAPT-A-LIFT GROUP,0.0,0.0,-18279.38,-Infinity,H2.5XT,20705.68,1,D466R15457W,,18279.38,,,
F29111,0.0,0.0,AU,2023-02-24,ADAPT-A-LIFT GROUP,0.0,0.0,-18279.38,-Infinity,H2.5XT,20705.68,1,D466R15453W,,18279.38,,,
F30100,0.0,0.0,AU,2023-02-24,ADAPT-A-LIFT GROUP,0.0,0.0,-20910.769999999997,-Infinity,GP35MX,24966.74,1,D871R17119W,,20910.769999999997,,,
F29109,0.0,0.0,AU,2023-02-24,ADAPT-A-LIFT GROUP,0.0,0.0,-14575.88,-Infinity,H1.8XT,17188.76,1,D475R08270W,,14575.88,,,
F29141,0.0,0.0,AU,2023-02-24,ADAPT-A-LIFT GROUP,0.0,0.0,-18974.66,-Infinity,H2.5XT,21097.16,1,D466R15543W,,18974.66,,,
F29143,0.0,0.0,AU,2023-02-24,ADAPT-A-LIFT GROUP,0.0,0.0,-18974.66,-Infinity,H2.5XT,21097.16,1,D466R15547W,,18974.66,,,
F29122,0.0,0.0,AU,2023-02-24,ADAPT-A-LIFT GROUP,0.0,0.0,-18493.67,-Infinity,H3.0XT,22531.19,1,D466R15493W,,18493.67,,,
F29121,0.0,0.0,AU,2023-02-24,ADAPT-A-LIFT GROUP,0.0,0.0,-14575.88,-Infinity,H1.8XT,17188.76,1,D475R08272W,,14575.88,,,
F29116,0.0,0.0,AU,2023-02-24,ADAPT-A-LIFT GROUP,0.0,0.0,-18371.510000000002,-Infinity,H2.5XT,21097.16,1,D466R15483W,,18371.510000000002,,,
F29120,0.0,0.0,AU,2023-02-24,ADAPT-A-LIFT GROUP,0.0,0.0,-18371.510000000002,-Infinity,H2.5XT,21097.16,1,D466R15491W,,18371.510000000002,,,
F28173,0.0,0.0,AU,2023-02-24,ADAPT-A-LIFT GROUP,0.0,0.0,-18879.510000000002,-Infinity,H2.5XT,20705.68,1,D466R15381W,,18879.510000000002,,,
F68471,0.0,0.0,AU,2023-02-24,ADAPT-A-LIFT GROUP,0.0,0.0,-14979.0,-Infinity,GP20SMX,18956.260000000002,1,E812R10431W,,14979.0,,,
F29114,0.0,0.0,AU,2023-02-24,ADAPT-A-LIFT GROUP,0.0,0.0,-18371.510000000002,-Infinity,H2.5XT,21097.16,1,D466R15459W,,18371.510000000002,,,
F29112,0.0,0.0,AU,2023-02-24,ADAPT-A-LIFT GROUP,0.0,0.0,-18279.38,-Infinity,H2.5XT,20705.68,1,D466R15455W,,18279.38,,,
F68469,0.0,0.0,AU,2023-02-24,ADAPT-A-LIFT GROUP,0.0,0.0,-14979.0,-Infinity,GP20SMX,18956.260000000002,1,E812R10433W,,14979.0,,,
F29105,0.0,0.0,AU,2023-02-24,ADAPT-A-LIFT GROUP,0.0,0.0,-18974.66,-Infinity,H2.5XT,21097.16,1,D466R15469W,,18974.66,,,
F29117,0.0,0.0,AU,2023-02-24,ADAPT-A-LIFT GROUP,0.0,0.0,-18371.510000000002,-Infinity,H2.5XT,21097.16,1,D466R15485W,,18371.510000000002,,,
F75117,0.0,0.0,KR,2023-02-26,Hyster Korea Inc.,0.0,0.0,-15250.36,-Infinity,J2.5GX,19357.73,1,C225R10403X,,15250.36,,,
F75116,0.0,0.0,KR,2023-02-26,Hyster Korea Inc.,0.0,0.0,-15250.36,-Infinity,J2.5GX,19357.73,1,C225R10401X,,15250.36,,,
F75114,0.0,0.0,KR,2023-02-26,Hyster Korea Inc.,0.0,0.0,-15250.36,-Infinity,J2.5GX,19357.73,1,C225R10399X,,15250.36,,,
F43371,0.0,0.0,AU,2023-02-24,ADAPT-A-LIFT GROUP,0.0,0.0,-9820.710000000001,-Infinity,LO2.5,14539.48,1,E444T05649W,,9820.710000000001,,,
F56659,0.0,0.0,IN,2023-02-26,Electromech Materi,0.0,0.0,0.0,0.0,ERP30UX,12454.95,1,A7S4A02556X,,11024.32,,,
F56892,0.0,0.0,IN,2023-02-26,Electromech Materi,0.0,0.0,0.0,0.0,ERP20UX,11501.05,1,A7S4A02554X,,10266.69,,,
F56893,0.0,0.0,IN,2023-02-26,Electromech Materi,0.0,0.0,0.0,0.0,ERP20UX,11501.05,1,A7S4A02551X,,10266.69,,,
F56894,0.0,0.0,IN,2023-02-26,Electromech Materi,0.0,0.0,0.0,0.0,ERP20UX,11501.05,1,A7S4A02549X,,10266.69,,,
F56895,0.0,0.0,IN,2023-02-26,Electromech Materi,0.0,0.0,0.0,0.0,ERP20UX,11501.05,1,A7S4A02550X,,10266.69,,,
F56896,0.0,0.0,IN,2023-02-26,Electromech Materi,0.0,0.0,0.0,0.0,ERP20UX,11501.05,1,A7S4A02552X,,10266.69,,,
F56897,0.0,0.0,IN,2023-02-26,Electromech Materi,0.0,0.0,0.0,0.0,ERP20UX,11501.05,1,A7S4A02553X,,10266.69,,,
F56898,0.0,0.0,IN,2023-02-26,Electromech Materi,0.0,0.0,0.0,0.0,ERP20UX,11501.05,1,A7S4A02557X,,10266.69,,,
F56899,0.0,0.0,IN,2023-02-26,Electromech Materi,0.0,0.0,0.0,0.0,ERP20UX,11501.05,1,A7S4A02558X,,10266.69,,,
F18856,0.0,0.0,KR,2023-02-27,Hyster Korea Inc.,0.0,0.0,0.0,0.0,R30XMA3,27441.5,1,A185N03517X,,23769.43,,,
F19758,0.0,0.0,AU,2023-02-27,Coles Supermarkets,0.0,0.0,0.0,0.0,P2.0UTE,2904.95,1,A3B5H02282W,,2425.2,,,
F12776,0.0,0.0,AU,2023-02-27,Coles Supermarkets,0.0,0.0,0.0,0.0,P2.0UTE,2904.95,1,A3B5H02276W,,2366.12,,,
F19767,0.0,0.0,AU,2023-02-27,Coles Supermarkets,0.0,0.0,0.0,0.0,P2.0UTE,2904.95,1,A3B5H02291W,,2425.2,,,
E91008,0.0,0.0,AU,2023-02-27,Coles Supermarkets,0.0,0.0,0.0,0.0,P2.0UTE,2904.95,1,A3B5H02209W,,2287.7000000000003,,,
E65777,0.0,0.0,AU,2023-02-27,Coles Supermarkets,0.0,0.0,-3725.0,-Infinity,P2.0UTE,4205.37,1,A3B5H02152W,,3725.0,,,
D90586,0.0,0.0,AU,2023-02-27,ADAPT-A-LIFT GROUP,0.0,0.0,0.0,0.0,S155FT,108195.13,1,H024V01710W,,130501.84000000001,,,
E17528,0.0,0.0,AU,2023-02-27,ADAPT-A-LIFT GROUP,0.0,0.0,0.0,0.0,H135FT,65992.42,1,P006V01862W,,77867.64,,,
E17545,0.0,0.0,AU,2023-02-27,ADAPT-A-LIFT GROUP,0.0,0.0,0.0,0.0,H155FT,68706.36,1,P006V01837W,,78768.18999999999,,,
E42257,0.0,0.0,AU,2023-02-27,ADAPT-A-LIFT GROUP,0.0,0.0,0.0,0.0,H16XD6,129430.37,1,N019E02324W,,124795.23999999999,,,
E51511,0.0,0.0,AU,2023-02-27,ADAPT-A-LIFT GROUP,0.0,0.0,0.0,0.0,NR035DC,30630.61,1,C295N02199W,,32928.11,,,
E51512,0.0,0.0,AU,2023-02-27,ADAPT-A-LIFT GROUP,0.0,0.0,0.0,0.0,NR035DC,30630.61,1,C295N02201W,,32928.11,,,
F77353,0.0,0.0,PH,2023-02-27,YALETRAK PHILIPPIN,0.0,0.0,0.0,0.0,MP20XUX,7116.42,1,A7R1H04504X,,4601.12,,,
F77354,0.0,0.0,PH,2023-02-27,YALETRAK PHILIPPIN,0.0,0.0,0.0,0.0,MP20XUX,7116.42,1,A7R1H04505X,,4601.12,,,
F77355,0.0,0.0,PH,2023-02-27,YALETRAK PHILIPPIN,0.0,0.0,0.0,0.0,MP20XUX,7116.42,1,A7R1H04506X,,4601.12,,,
F77356,0.0,0.0,PH,2023-02-27,YALETRAK PHILIPPIN,0.0,0.0,0.0,0.0,MP20XUX,7116.42,1,A7R1H04507X,,4601.12,,,
F77357,0.0,0.0,PH,2023-02-27,YALETRAK PHILIPPIN,0.0,0.0,0.0,0.0,MP20XUX,7132.42,1,A7R1H04523X,,4613.79,,,
F77358,0.0,0.0,PH,2023-02-27,YALETRAK PHILIPPIN,0.0,0.0,0.0,0.0,MP20XUX,7116.42,1,A7R1H04508X,,4601.12,,,
F77359,0.0,0.0,PH,2023-02-27,YALETRAK PHILIPPIN,0.0,0.0,0.0,0.0,MP20XUX,7116.42,1,A7R1H04509X,,4601.12,,,
F77360,0.0,0.0,PH,2023-02-27,YALETRAK PHILIPPIN,0.0,0.0,0.0,0.0,MP20XUX,7132.42,1,A7R1H04524X,,4614.77,,,
F77361,0.0,0.0,PH,2023-02-27,YALETRAK PHILIPPIN,0.0,0.0,0.0,0.0,MP20XUX,7132.42,1,A7R1H04525X,,4614.77,,,
F77362,0.0,0.0,PH,2023-02-27,YALETRAK PHILIPPIN,0.0,0.0,0.0,0.0,MP20XUX,7116.42,1,A7R1H04510X,,4601.12,,,
F77363,0.0,0.0,PH,2023-02-27,YALETRAK PHILIPPIN,0.0,0.0,0.0,0.0,MP20XUX,7116.42,1,A7R1H04511X,,4601.12,,,
F77364,0.0,0.0,PH,2023-02-27,YALETRAK PHILIPPIN,0.0,0.0,0.0,0.0,MP20XUX,7132.42,1,A7R1H04526X,,4614.77,,,
F77365,0.0,0.0,PH,2023-02-27,YALETRAK PHILIPPIN,0.0,0.0,0.0,0.0,MP20XUX,7116.42,1,A7R1H04512X,,4601.12,,,
F77366,0.0,0.0,PH,2023-02-27,YALETRAK PHILIPPIN,0.0,0.0,0.0,0.0,MP20XUX,7132.42,1,A7R1H04527X,,4614.77,,,
E42247,0.0,0.0,AU,2023-02-27,DP World Fremantle,0.0,0.0,-452868.64,-Infinity,H52XD-CH,501488.66,1,K117E01526W,,452868.64,,,
E42246,0.0,0.0,AU,2023-02-27,DP World Fremantle,0.0,0.0,-453113.13,-Infinity,H52XD-CH,501672.24,1,K117E01530W,,453113.13,,,
E42248,0.0,0.0,AU,2023-02-27,DP World Fremantle,0.0,0.0,-452912.6,-Infinity,H52XD-CH,501490.81,1,K117E01531W,,452912.6,,,
E42249,0.0,0.0,AU,2023-02-27,DP World Fremantle,0.0,0.0,-450270.95999999996,-Infinity,H52XD-CH,501492.91,1,K117E01532W,,450270.95999999996,,,
E42250,0.0,0.0,AU,2023-02-27,DP World Fremantle,0.0,0.0,-450270.95999999996,-Infinity,H52XD-CH,501492.91,1,K117E01533W,,450270.95999999996,,,
F77352,0.0,0.0,PH,2023-02-27,YALETRAK PHILIPPIN,0.0,0.0,-4601.48,-Infinity,MP20XUX,7116.42,1,A7R1H04503X,,4601.48,,,
E41017,0.0,0.0,AU,2023-02-27,ADAPT-A-LIFT GROUP,0.0,0.0,-20497.95,-Infinity,GP25MX,21496.6,1,D871R16262W,,20497.95,,,
F70783,0.0,0.0,TH,2023-02-26,JENBUNJERD CO LTD.,0.0,0.0,-15723.82,-Infinity,FBR20SZ,24088.23,1,C224R01978X,,15723.82,,,
F70760,0.0,0.0,TH,2023-02-26,JENBUNJERD CO LTD.,0.0,0.0,-15723.82,-Infinity,FBR20SZ,24088.23,1,C224R01980X,,15723.82,,,
F70784,0.0,0.0,TH,2023-02-26,JENBUNJERD CO LTD.,0.0,0.0,-15723.82,-Infinity,FBR20SZ,24088.23,1,C224R01982X,,15723.82,,,
F70785,0.0,0.0,TH,2023-02-26,JENBUNJERD CO LTD.,0.0,0.0,-15723.82,-Infinity,FBR20SZ,24088.23,1,C224R01984X,,15723.82,,,
F19771,0.0,0.0,AU,2023-02-27,Coles Supermarkets,0.0,0.0,-3015.0,-Infinity,P2.0UTE,3494.72,1,A3B5H02295W,,3015.0,,,
E44162,0.0,0.0,AU,2023-02-27,ADAPT-A-LIFT GROUP,0.0,0.0,-32441.5,-Infinity,J3.5XN,31502.12,1,A276B15318W,,32441.5,,,
F77367,0.0,0.0,PH,2023-02-27,YALETRAK PHILIPPIN,0.0,0.0,0.0,0.0,MP20XUX,7116.42,1,A7R1H04513X,,4601.12,,,
F77368,0.0,0.0,PH,2023-02-27,YALETRAK PHILIPPIN,0.0,0.0,0.0,0.0,MP20XUX,7132.42,1,A7R1H04528X,,4614.77,,,
F77369,0.0,0.0,PH,2023-02-27,YALETRAK PHILIPPIN,0.0,0.0,0.0,0.0,MP20XUX,7116.42,1,A7R1H04514X,,4601.12,,,
F77370,0.0,0.0,PH,2023-02-27,YALETRAK PHILIPPIN,0.0,0.0,0.0,0.0,MP20XUX,7116.42,1,A7R1H04515X,,4601.12,,,
F77371,0.0,0.0,PH,2023-02-27,YALETRAK PHILIPPIN,0.0,0.0,0.0,0.0,MP20XUX,7116.42,1,A7R1H04516X,,4601.12,,,
F77372,0.0,0.0,PH,2023-02-27,YALETRAK PHILIPPIN,0.0,0.0,0.0,0.0,MP20XUX,7116.42,1,A7R1H04517X,,4601.12,,,
F77373,0.0,0.0,PH,2023-02-27,YALETRAK PHILIPPIN,0.0,0.0,0.0,0.0,MP20XUX,7116.42,1,A7R1H04518X,,4601.12,,,
F77374,0.0,0.0,PH,2023-02-27,YALETRAK PHILIPPIN,0.0,0.0,0.0,0.0,MP20XUX,7116.42,1,A7R1H04519X,,4601.12,,,
F77375,0.0,0.0,PH,2023-02-27,YALETRAK PHILIPPIN,0.0,0.0,0.0,0.0,MP20XUX,7116.42,1,A7R1H04520X,,4601.12,,,
F77376,0.0,0.0,PH,2023-02-27,YALETRAK PHILIPPIN,0.0,0.0,0.0,0.0,MP20XUX,7116.42,1,A7R1H04521X,,4601.12,,,
F77377,0.0,0.0,PH,2023-02-27,YALETRAK PHILIPPIN,0.0,0.0,0.0,0.0,MP20XUX,7116.42,1,A7R1H04522X,,4601.12,,,
F02005,0.0,0.0,AU,2023-02-28,ADAPT-A-LIFT GROUP,0.0,0.0,0.0,0.0,J1.8XN,27098.920000000002,1,A935B08984W,,19683.47,,,
F02004,0.0,0.0,AU,2023-02-28,ADAPT-A-LIFT GROUP,0.0,0.0,0.0,0.0,R1.6,29186.269999999997,1,D435T09005W,,23155.699999999997,,,
F02006,0.0,0.0,AU,2023-02-28,ADAPT-A-LIFT GROUP,0.0,0.0,0.0,0.0,R1.6,29186.269999999997,1,D435T09004W,,23155.699999999997,,,
F02007,0.0,0.0,AU,2023-02-28,ADAPT-A-LIFT GROUP,0.0,0.0,0.0,0.0,R1.6,29186.269999999997,1,D435T09003W,,23155.699999999997,,,
F02008,0.0,0.0,AU,2023-02-28,ADAPT-A-LIFT GROUP,0.0,0.0,0.0,0.0,R1.6,29186.269999999997,1,D435T09002W,,23155.699999999997,,,
F02009,0.0,0.0,AU,2023-02-28,ADAPT-A-LIFT GROUP,0.0,0.0,0.0,0.0,R1.6,29186.269999999997,1,D435T09001W,,23155.699999999997,,,
F02010,0.0,0.0,AU,2023-02-28,ADAPT-A-LIFT GROUP,0.0,0.0,0.0,0.0,R1.6,29186.269999999997,1,D435T09000W,,23155.699999999997,,,
E90812,0.0,0.0,AU,2023-02-28,ADAPT-A-LIFT GROUP,0.0,0.0,0.0,0.0,RS 45-31 CH 921,366932.64,1,A921A01507W,,276476.55000000005,,,
F43368,0.0,0.0,AU,2023-02-28,ADAPT-A-LIFT GROUP,0.0,0.0,0.0,0.0,LO2.5,14560.079999999998,1,E444T05645W,,9867.82,,,
F43375,0.0,0.0,AU,2023-02-28,ADAPT-A-LIFT GROUP,0.0,0.0,0.0,0.0,LO2.0,12886.54,1,E444T05650W,,8842.28,,,
F43370,0.0,0.0,AU,2023-02-28,ADAPT-A-LIFT GROUP,0.0,0.0,0.0,0.0,LO2.5,14560.079999999998,1,E444T05648W,,9867.82,,,
F43372,0.0,0.0,AU,2023-02-28,ADAPT-A-LIFT GROUP,0.0,0.0,0.0,0.0,LO2.5,14560.079999999998,1,E444T05651W,,9867.82,,,
E16703,0.0,0.0,AU,2023-06-07,Coles Supermarkets,0.0,0.0,0.0,0.0,P2.0UTE,605.48,0,A3B5H01999V,,0.0,,,
F43374,0.0,0.0,AU,2023-02-28,ADAPT-A-LIFT GROUP,0.0,0.0,0.0,0.0,LO2.5,14560.079999999998,1,E444T05653W,,9867.83,,,
F30580,0.0,0.0,AU,2023-02-28,SOUTH QUEENSLAND M,0.0,0.0,0.0,0.0,ERP35UX,30311.019999999997,1,A7S4A02399W,,22120.51,,,
F30581,0.0,0.0,AU,2023-02-28,SOUTH QUEENSLAND M,0.0,0.0,0.0,0.0,ERP35UX,30311.019999999997,1,A7S4A02402W,,22120.51,,,
F64049,0.0,0.0,ID,2023-02-28,PT Universal Trakt,0.0,0.0,0.0,0.0,ERP30UX,12542.0,1,A7S4A02569X,,10121.349999999999,,,
F64055,0.0,0.0,ID,2023-02-28,PT Universal Trakt,0.0,0.0,0.0,0.0,ERP30UX,12542.0,1,A7S4A02573X,,10121.349999999999,,,
F02015,0.0,0.0,AU,2023-02-28,ADAPT-A-LIFT GROUP,0.0,0.0,0.0,0.0,H4.0FT6,47605.98,1,U005B07792W,,39607.630000000005,,,
F09682,0.0,0.0,AU,2023-02-28,ADAPT-A-LIFT GROUP,0.0,0.0,0.0,0.0,H5.5FT,58315.42999999999,1,U005B07797W,,41143.799999999996,,,
E45154,0.0,0.0,AU,2023-02-28,ADAPT-A-LIFT GROUP,0.0,0.0,0.0,0.0,H16XD12,192265.30000000002,1,C238E01826W,,180272.84,,,
F29172,0.0,0.0,AU,2023-02-28,ADAPT-A-LIFT GROUP,0.0,0.0,-19157.11,-Infinity,H2.5XT,21097.16,1,D466R15631W,,19157.11,,,
F43362,0.0,0.0,AU,2023-02-28,ADAPT-A-LIFT GROUP,0.0,0.0,-9867.82,-Infinity,LO2.5,14560.079999999998,1,E444T05640W,,9867.82,,,
F29176,0.0,0.0,AU,2023-02-28,ADAPT-A-LIFT GROUP,0.0,0.0,-19157.11,-Infinity,H2.5XT,21097.16,1,D466R15645W,,19157.11,,,
F25704,0.0,0.0,AU,2023-02-28,ADAPT-A-LIFT GROUP,0.0,0.0,-21192.27,-Infinity,GP25MX,20767.22,1,D871R16128W,,21192.27,,,
F29177,0.0,0.0,AU,2023-02-28,ADAPT-A-LIFT GROUP,0.0,0.0,-15224.55,-Infinity,H1.8XT,17188.76,1,D475R08310W,,15224.55,,,
F29174,0.0,0.0,AU,2023-02-28,ADAPT-A-LIFT GROUP,0.0,0.0,-19157.11,-Infinity,H2.5XT,21097.16,1,D466R15635W,,19157.11,,,
F29110,0.0,0.0,AU,2023-02-28,ADAPT-A-LIFT GROUP,0.0,0.0,-18493.67,-Infinity,H3.0XT,22531.19,1,D466R15451W,,18493.67,,,
F29118,0.0,0.0,AU,2023-02-28,ADAPT-A-LIFT GROUP,0.0,0.0,-18371.510000000002,-Infinity,H2.5XT,21097.16,1,D466R15487W,,18371.510000000002,,,
F29173,0.0,0.0,AU,2023-02-28,ADAPT-A-LIFT GROUP,0.0,0.0,-19157.11,-Infinity,H2.5XT,21097.16,1,D466R15633W,,19157.11,,,
F30029,0.0,0.0,AU,2023-02-28,ADAPT-A-LIFT GROUP,0.0,0.0,-15224.55,-Infinity,H1.8XT,17188.76,1,D475R08312W,,15224.55,,,
F29178,0.0,0.0,AU,2023-02-28,ADAPT-A-LIFT GROUP,0.0,0.0,-15224.55,-Infinity,H1.8XT,17188.76,1,D475R08324W,,15224.55,,,
F29169,0.0,0.0,AU,2023-02-28,ADAPT-A-LIFT GROUP,0.0,0.0,-19157.11,-Infinity,H2.5XT,21097.16,1,D466R15715W,,19157.11,,,
F09683,0.0,0.0,AU,2023-02-28,ADAPT-A-LIFT GROUP,0.0,0.0,-41266.99,-Infinity,H5.5FT,55716.86,1,U005B07803W,,41266.99,,,
F43360,0.0,0.0,AU,2023-02-28,ADAPT-A-LIFT GROUP,0.0,0.0,-26723.34,-Infinity,R1.6,37878.979999999996,1,D435T09027W,,26723.34,,,
F43361,0.0,0.0,AU,2023-02-28,ADAPT-A-LIFT GROUP,0.0,0.0,-26723.34,-Infinity,R1.6,37878.979999999996,1,D435T09028W,,26723.34,,,
F24123,0.0,0.0,AU,2023-02-28,ADAPT-A-LIFT GROUP,0.0,0.0,-24477.0,-Infinity,OS030BF,30239.25,1,E826N05802W,,24477.0,,,
F30582,0.0,0.0,AU,2023-02-28,SOUTH QUEENSLAND M,0.0,0.0,0.0,0.0,ERP35UX,30311.019999999997,1,A7S4A02403W,,22120.51,,,
F30583,0.0,0.0,AU,2023-02-28,SOUTH QUEENSLAND M,0.0,0.0,0.0,0.0,ERP35UX,30311.019999999997,1,A7S4A02405W,,22120.51,,,
F51901,0.0,0.0,NZ,2023-02-28,S.G EQUIPMENT LTD,0.0,0.0,0.0,0.0,MSL15WUX,8345.39,1,A7R6H01585W,,5550.81,,,
F51902,0.0,0.0,NZ,2023-02-28,S.G EQUIPMENT LTD,0.0,0.0,0.0,0.0,MSL15WUX,8345.39,1,A7R6H01586W,,5550.81,,,
F51903,0.0,0.0,NZ,2023-02-28,S.G EQUIPMENT LTD,0.0,0.0,0.0,0.0,MSL15WUX,8345.39,1,A7R6H01587W,,5550.81,,,
F51904,0.0,0.0,NZ,2023-02-28,S.G EQUIPMENT LTD,0.0,0.0,0.0,0.0,MSL15WUX,8345.39,1,A7R6H01588W,,5551.780000000001,,,
F51905,0.0,0.0,NZ,2023-02-28,S.G EQUIPMENT LTD,0.0,0.0,0.0,0.0,MSL15WUX,8345.39,1,A7R6H01589W,,5551.780000000001,,,
F51906,0.0,0.0,NZ,2023-02-28,S.G EQUIPMENT LTD,0.0,0.0,0.0,0.0,MSL15WUX,8345.39,1,A7R6H01590W,,5551.780000000001,,,
F51907,0.0,0.0,NZ,2023-02-28,S.G EQUIPMENT LTD,0.0,0.0,0.0,0.0,MSL15WUX,8345.39,1,A7R6H01591W,,5551.780000000001,,,
F51908,0.0,0.0,NZ,2023-02-28,S.G EQUIPMENT LTD,0.0,0.0,0.0,0.0,MSL15WUX,8345.39,1,A7R6H01592W,,5551.780000000001,,,
F27228,0.0,0.0,IN,2023-02-28,Electromech Materi,0.0,0.0,0.0,0.0,GP25UX,12142.05,1,A7S1A06656W,,11108.7,,,
F56900,0.0,0.0,IN,2023-02-28,Electromech Materi,0.0,0.0,0.0,0.0,ERP20UX,11501.05,1,A7S4A02559X,,10266.69,,,
F56901,0.0,0.0,IN,2023-02-28,Electromech Materi,0.0,0.0,0.0,0.0,ERP20UX,11501.05,1,A7S4A02560X,,10266.69,,,
F61143,0.0,0.0,IN,2023-02-28,Electromech Materi,0.0,0.0,0.0,0.0,ERP18UX,10972.25,1,A7S4A02561X,,9818.0,,,
F61144,0.0,0.0,IN,2023-02-28,Electromech Materi,0.0,0.0,0.0,0.0,ERP18UX,10972.25,1,A7S4A02562X,,9818.0,,,
E16707,0.0,0.0,AU,2023-06-09,Coles Supermarkets,0.0,0.0,0.0,0.0,P2.0UTE,356.16,0,A3B5H02003V,,0.0,,,
E40958,0.0,0.0,NZ,2023-02-28,Sime Darby Transpo,0.0,0.0,-237825.23000000004,-Infinity,H25XD12,225483.65,1,J008E01653X,,237825.23000000004,,,
F41286,0.0,0.0,PH,2023-02-28,HYSTER FORKLIFT PH,0.0,0.0,-31433.149999999998,-Infinity,N30ZDR3,45850.0,1,E264N03430W,,31433.149999999998,,,
F51900,0.0,0.0,NZ,2023-02-28,S.G EQUIPMENT LTD,0.0,0.0,-5552.200000000001,-Infinity,MSL15WUX,8345.39,1,A7R6H01584W,,5552.200000000001,,,
F29161,0.0,0.0,AU,2023-02-28,ADAPT-A-LIFT GROUP,0.0,0.0,-19061.69,-Infinity,H2.5XT,20705.68,1,D466R15683W,,19061.69,,,
F29159,0.0,0.0,AU,2023-02-28,ADAPT-A-LIFT GROUP,0.0,0.0,-19283.65,-Infinity,H3.0XT,22531.19,1,D466R15679W,,19283.65,,,
F29162,0.0,0.0,AU,2023-02-28,ADAPT-A-LIFT GROUP,0.0,0.0,-19061.69,-Infinity,H2.5XT,20705.68,1,D466R15707W,,19061.69,,,
F30048,0.0,0.0,AU,2023-02-28,ADAPT-A-LIFT GROUP,0.0,0.0,-19061.69,-Infinity,H2.5XT,20705.68,1,D466R15849W,,19061.69,,,
F30057,0.0,0.0,AU,2023-02-28,ADAPT-A-LIFT GROUP,0.0,0.0,-19061.69,-Infinity,H2.5XT,20705.68,1,D466R15815W,,19061.69,,,
F29163,0.0,0.0,AU,2023-02-28,ADAPT-A-LIFT GROUP,0.0,0.0,-19061.69,-Infinity,H2.5XT,20705.68,1,D466R15717W,,19061.69,,,
F29168,0.0,0.0,AU,2023-02-28,ADAPT-A-LIFT GROUP,0.0,0.0,-19157.11,-Infinity,H2.5XT,21097.16,1,D466R15713W,,19157.11,,,
F29167,0.0,0.0,AU,2023-02-28,ADAPT-A-LIFT GROUP,0.0,0.0,-19061.69,-Infinity,H2.5XT,20705.68,1,D466R15719W,,19061.69,,,
F30049,0.0,0.0,AU,2023-02-28,ADAPT-A-LIFT GROUP,0.0,0.0,-15224.55,-Infinity,H1.8XT,17188.76,1,D475R08346W,,15224.55,,,
F30047,0.0,0.0,AU,2023-02-28,ADAPT-A-LIFT GROUP,0.0,0.0,-19061.69,-Infinity,H2.5XT,20705.68,1,D466R15847W,,19061.69,,,
F30055,0.0,0.0,AU,2023-02-28,ADAPT-A-LIFT GROUP,0.0,0.0,-19061.69,-Infinity,H2.5XT,20705.68,1,D466R15811W,,19061.69,,,
F29165,0.0,0.0,AU,2023-02-28,ADAPT-A-LIFT GROUP,0.0,0.0,-19061.69,-Infinity,H2.5XT,20705.68,1,D466R15711W,,19061.69,,,
F30050,0.0,0.0,AU,2023-02-28,ADAPT-A-LIFT GROUP,0.0,0.0,-19283.65,-Infinity,H3.0XT,22531.19,1,D466R15801W,,19283.65,,,
